ville,adresse,type,date,prix,surface,operation,description,surface_predicted,is_placeholder,price_label,label_reason,prix_normalise,prix_m2
kénitra,Maamora,Bureau,02/03/2026,820000,125.0,à vendre,Plateau bureau à vendre à Kenitra 125m²,False,False,total,fits total range with realistic per-m² ratio,820000.0,6560.0
tamaris,Toute la ville,Maison,25/02/2026,12000,49.9,à louer,Villa avec piscine à Tamaris location,True,True,total,fits total range with realistic per-m² ratio,12000.0,240.4809619238477
agadir,Hay Salam,Appartement,25/02/2026,6000,49.5,à louer,Appartements à louer,True,True,total,fits total range with realistic per-m² ratio,6000.0,121.21212121212122
marrakech,Assif,Villa,10/02/2026,2800000,135.3,à vendre,Villa 4 Appartements,True,True,total,fits total range with realistic per-m² ratio,2800000.0,20694.752402069473
bouskoura,Ville verte,Appartement,14/02/2026,12000,49.9,à louer,Bel appartement à louer Prestigia Rez de jardin,True,True,total,fits total range with realistic per-m² ratio,12000.0,240.4809619238477
casablanca,Bourgogne,Appartement,25/02/2026,10000,47.4,à louer,Studio duplex meublé à louer Bourgogne,True,True,total,fits total range with realistic per-m² ratio,10000.0,210.9704641350211
essaouira,Toute la ville,Appartement,05/02/2026,1570000,120.0,à vendre,Appartement à vendre 120 m² à Essaouira,False,False,total,fits total range with realistic per-m² ratio,1570000.0,13083.333333333334
casablanca,Racine,Appartement,27/02/2026,18000,49.9,à louer,DUPLEX MEUBLÉ TERRASSE À LOUER À RACINE,True,True,total,fits total range with realistic per-m² ratio,18000.0,360.7214428857716
mohammedia,Riad 1,Appartement,10/02/2026,4000,120.0,à louer,Appart à louer 120 m² Mohammedia Riad Salam 1,False,True,total,fits total range with realistic per-m² ratio,4000.0,33.333333333333336
salé,Toute la ville,Terrain,08/05/2026,6900,48.6,à vendre,Lots de terrain commerciaux R 3 à Salé à partir de 6900 Dh,True,True,per_m2,"prix below total floor, valid as per_m2",335340.0,6900.0
casablanca,Maârif Extension,Bureau,16/02/2026,16000,49.3,à louer,Plateau bureau à louer,True,True,total,fits total range with realistic per-m² ratio,16000.0,324.54361054766736
bouznika,Autre secteur,Appartement,14/02/2026,2500,49.9,à louer,Appartement location,True,True,total,fits total range with realistic per-m² ratio,2500.0,50.100200400801604
rabat,Agdal,Appartement,12/03/2026,2500,50.0,location de vacances,Chambre meublée individuelle à Hay riad,True,True,flag,prix below floor and doesn't fit per_m2,2500.0,50.0
marrakech,Victor Hugo,Appartement,08/05/2026,17900,63.0,à vendre,Studio à vendre 63 m² à Victor Hugo,False,True,per_m2,"prix below total floor, valid as per_m2",1127700.0,17900.0
tanger,Marjane,Appartement,16/02/2026,1200000,90.0,à vendre,Appartement à vendre 90 m² à Tanger,False,True,total,fits total range with realistic per-m² ratio,1200000.0,13333.333333333334
rabat,Diour Jamaa,Appartement,27/02/2026,7000,49.5,à louer,Appartement meublé à louer,True,True,total,fits total range with realistic per-m² ratio,7000.0,141.41414141414143
casablanca,Ain Sebaa,Local,05/03/2026,25000,50.1,à louer,177257 Local à louer à 25000DH à Ain Sebaa,True,True,flag,total range OK but implied 499 MAD/m² is unrealistic,25000.0,499.001996007984
casablanca,Californie,Terrain,25/02/2026,43800000,136.0,à vendre,Terrain commercial a vendre à Californie 3982 m2,True,False,flag,"prix 43,800,000 fits neither total nor per_m2 for casablanca",43800000.0,322058.82352941175
casablanca,Longchamps,Villa,25/02/2026,22000000,137.1,à vendre,VILLA 1000M À VENDRE À LONCHAMP,True,False,flag,"prix 22,000,000 fits neither total nor per_m2 for casablanca",22000000.0,160466.81254558716
marrakech,Hay Charaf,Appartement,08/02/2026,7000,49.9,à louer,Duplex meublé location longue durée,True,True,total,fits total range with realistic per-m² ratio,7000.0,140.2805611222445
casablanca,Anfa,Bureau,08/05/2026,22500,181.0,à louer,Bureau 181 m² à louer Espace Porte d Anfa,False,False,total,fits total range with realistic per-m² ratio,22500.0,124.30939226519337
meknès,Marjane 2,Appartement,19/02/2026,270000,49.9,à vendre,Bon appartement à vendre,True,False,total,fits total range with realistic per-m² ratio,270000.0,5410.821643286573
casablanca,Maârif Extension,Local,05/03/2026,30000,49.9,à louer,Local commercial à louer,True,True,flag,total range OK but implied 601 MAD/m² is unrealistic,30000.0,601.2024048096192
casablanca,Sidi Maarouf,Villa,08/05/2026,5500000,135.0,à vendre,Villa à vendre à Sidi Maarouf Florida,True,False,total,fits total range with realistic per-m² ratio,5500000.0,40740.74074074074
rabat,Souissi,Villa,03/02/2026,40000,49.5,à louer,Agréable villa avec chauffage central à Souissi,True,True,flag,total range OK but implied 808 MAD/m² is unrealistic,40000.0,808.0808080808081
agadir,Centre Ville,Appartement,22/02/2026,3500,47.8,à louer,Maison meublée à louer,True,True,total,fits total range with realistic per-m² ratio,3500.0,73.22175732217573
rabat,Hassan,Appartement,08/05/2026,10000,90.0,à louer,Appartement à louer 90 m² à Rabat,False,True,total,fits total range with realistic per-m² ratio,10000.0,111.11111111111111
kénitra,Taïbia,Appartement,25/02/2026,2000,49.7,à louer,Appartement Carçonière à louer Taibiya Kénitra rez de chaussée,True,True,total,fits total range with realistic per-m² ratio,2000.0,40.241448692152915
oujda,Boustane,Appartement,01/02/2026,2500,120.0,à louer,Appartement à louer 120 m² à Oujda,False,True,total,fits total range with realistic per-m² ratio,2500.0,20.833333333333332
casablanca,Oasis,Terrain,08/05/2026,12996000,135.6,à vendre,Terrain à l Oasis R3,True,False,flag,"total range OK but implied 95,841 MAD/m² is unrealistic",12996000.0,95840.70796460178
martil,Toute la ville,Appartement,05/02/2026,520000,60.3,à vendre,Projet en cours de réalisation,True,False,total,fits total range with realistic per-m² ratio,520000.0,8623.548922056385
marrakech,M'Hamid,Appartement,10/03/2026,1300,50.4,à louer,Rhan 04 million 1300dh kra 4em,True,False,flag,"prix 1,300 fits neither total nor per_m2 for marrakech",1300.0,25.793650793650794
casablanca,Bourgogne,Appartement,08/03/2026,3800,48.1,à louer,Appartement bien situé,True,False,total,fits total range with realistic per-m² ratio,3800.0,79.002079002079
tanger,Tanger City Center,Appartement,05/02/2026,13000,147.0,à louer,Appartement à louer 147 m² à Tanger,False,True,total,fits total range with realistic per-m² ratio,13000.0,88.43537414965986
rabat,Souissi,Terrain,05/02/2026,9500000,136.4,à vendre,Lot villa 2199m2 de 2 facade Souissi,True,False,flag,"total range OK but implied 69,648 MAD/m² is unrealistic",9500000.0,69648.09384164223
kénitra,quartier golf,Appartement,16/03/2026,2000,50.2,à louer,Appartement à Kénitra à louer,True,True,total,fits total range with realistic per-m² ratio,2000.0,39.8406374501992
casablanca,Aïn Chock,Appartement,05/03/2026,6000,51.6,à louer,Rez de chaussée excellent et luxueux meublé à louer,True,True,total,fits total range with realistic per-m² ratio,6000.0,116.27906976744185
casablanca,Maarif,Appartement,10/02/2026,1350000,100.8,à vendre,142873 Vente Appt à Casablanca Maarif Extension de,True,True,total,fits total range with realistic per-m² ratio,1350000.0,13392.857142857143
ain aouda,Toute la ville,Appartement,15/03/2026,280000,50.5,à vendre,Appartement ensoleillé et rénové,True,False,total,fits total range with realistic per-m² ratio,280000.0,5544.554455445545
tanger,Sania,Villa,12/02/2026,800,47.6,à vendre,Tanger villa hareis,True,True,flag,prix below floor and doesn't fit per_m2,800.0,16.80672268907563
rabat,Diour Jamaa,Appartement,14/02/2026,16000,49.5,à louer,Appartement haut standing Avenue Hassan II,True,True,total,fits total range with realistic per-m² ratio,16000.0,323.2323232323232
marrakech,Victor Hugo,Appartement,16/02/2026,8000,49.2,à louer,Appartement meublé à Victor hugo,True,True,total,fits total range with realistic per-m² ratio,8000.0,162.60162601626016
el jadida,Al Boustane,Appartement,10/03/2026,3600,65.0,à louer,Appartement à louer 65 m² à El Jadida,False,False,total,fits total range with realistic per-m² ratio,3600.0,55.38461538461539
casablanca,Maarif,Appartement,12/02/2026,1900000,98.0,à vendre,123279 Vente Appt à Casablanca Oasis de 98 m²,False,True,total,fits total range with realistic per-m² ratio,1900000.0,19387.755102040817
marrakech,Hay Charaf,Appartement,25/02/2026,8500,42.2,à louer,Aparte Charaf Sous location 2 chambres,True,True,total,fits total range with realistic per-m² ratio,8500.0,201.4218009478673
marrakech,Hay Izdihar,Appartement,19/02/2026,850000,77.5,à vendre,appartement calme pratique et bien agencé,True,True,total,fits total range with realistic per-m² ratio,850000.0,10967.741935483871
marrakech,Agdal,Appartement,07/03/2026,14000,50.4,à louer,Appartement haut standing à louer,True,True,total,fits total range with realistic per-m² ratio,14000.0,277.77777777777777
cap de l'eau,Toute la ville,Terrain,01/02/2026,3200,49.9,à vendre,Terrain lotissement SALHI villa,True,True,per_m2,"prix below total floor, valid as per_m2",159680.0,3200.0
marrakech,Guéliz,Appartement,12/03/2026,1390000,108.8,à vendre,Appartement Proche Guéliz Résidence avec Piscine,True,False,total,fits total range with realistic per-m² ratio,1390000.0,12775.735294117647
casablanca,Triangle d'Or,Appartement,12/02/2026,3950000,222.0,à vendre,Appartement 222 m² dans Triangle d or,False,False,total,fits total range with realistic per-m² ratio,3950000.0,17792.792792792792
sidi kacem,Toute la ville,Local,19/02/2026,1500,49.9,à louer,Garage à louer,True,False,total,fits total range with realistic per-m² ratio,1500.0,30.060120240480963
asilah,Toute la ville,Terrain,08/05/2026,4950000,135.6,à vendre,Ferme titrée 4 ha avec villa et piscine,True,False,total,fits total range with realistic per-m² ratio,4950000.0,36504.424778761066
marrakech,Av Abdelkrim El Khattabi,Bureau,05/03/2026,160000,51.6,à vendre,Bureau à vendre,True,False,flag,"prix 160,000 fits neither total nor per_m2 for marrakech",160000.0,3100.7751937984494
mohammedia,Autre secteur,Local,12/03/2026,4000,50.3,à louer,Andalous Mohammedia,True,True,total,fits total range with realistic per-m² ratio,4000.0,79.52286282306163
marrakech,Route de Casablanca,Villa,25/02/2026,7000000,136.4,à vendre,À Vendre Villa de Charme,True,True,flag,"total range OK but implied 51,320 MAD/m² is unrealistic",7000000.0,51319.64809384164
cap de l'eau,Toute la ville,Terrain,27/02/2026,1400000,110.0,à vendre,Terrain titré,True,True,total,fits total range with realistic per-m² ratio,1400000.0,12727.272727272728
casablanca,Les Princesses,Appartement,08/05/2026,10000,50.2,à louer,Bel appartement meublé à louer à Les Princesses,True,True,total,fits total range with realistic per-m² ratio,10000.0,199.203187250996
rabat,Hay Nahda,Appartement,01/02/2026,8000,100.0,à louer,Appartement meublé 100 m² à Rabat,False,True,total,fits total range with realistic per-m² ratio,8000.0,80.0
rabat,Agdal,Appartement,12/03/2026,1800,60.0,location de vacances,Appartement colocation 60 m² à Rabat,False,True,flag,prix below floor and doesn't fit per_m2,1800.0,30.0
marrakech,Bab Doukkala,Villa,02/03/2026,2500000,132.4,à vendre,SUPERBE RIAD 130M²À BAB DOUKKALA DARB JDID,True,True,total,fits total range with realistic per-m² ratio,2500000.0,18882.175226586103
khouribga,Toute la ville,Terrain,16/02/2026,540000,61.6,à vendre,Terrain à vendre,True,False,total,fits total range with realistic per-m² ratio,540000.0,8766.233766233767
casablanca,Oulfa,Appartement,02/03/2026,780000,80.0,à vendre,Appartement à vendre Oulfa 80m²,False,False,total,fits total range with realistic per-m² ratio,780000.0,9750.0
agadir,Hay Mohammadi,Appartement,10/03/2026,470000,47.0,à vendre,Appartement à vendre 47 m² à Agadir,False,False,total,fits total range with realistic per-m² ratio,470000.0,10000.0
marrakech,M'Hamid,Appartement,10/03/2026,2000,50.4,à louer,2000dh kra o 01milion rhan 1er noha ma3ta alah,True,True,flag,total range OK but implied 40 MAD/m² is unrealistic,2000.0,39.682539682539684
rabat,Quartier de l'Océan,Appartement,16/02/2026,5000,49.5,à louer,Studio meublé,True,True,total,fits total range with realistic per-m² ratio,5000.0,101.01010101010101
asilah,Toute la ville,Local,08/02/2026,650000,66.1,à vendre,Local commercial à vendre,True,True,total,fits total range with realistic per-m² ratio,650000.0,9833.585476550681
casablanca,Bourgogne,Appartement,25/02/2026,1260000,108.0,à vendre,Appartement à vendre 108 m² à Casablanca,False,False,total,fits total range with realistic per-m² ratio,1260000.0,11666.666666666666
rabat,Hassan,Appartement,15/03/2026,10000,80.0,à louer,Appartement meublé à louer 80 m² Hassan Rabat,False,True,total,fits total range with realistic per-m² ratio,10000.0,125.0
casablanca,Oulfa,Appartement,14/02/2026,4200,48.4,à louer,Appartement à louer Firdous El Oulfa meublé pour les employées,True,False,total,fits total range with realistic per-m² ratio,4200.0,86.77685950413223
casablanca,Sidi Bernoussi,Appartement,11/02/2026,2000,49.3,à louer,Appart en location Alliance Darna Qods Bernoussi,True,True,flag,total range OK but implied 41 MAD/m² is unrealistic,2000.0,40.56795131845842
rabat,Yacoub El Mansour,Appartement,12/03/2026,4500,50.0,à louer,Appartement location,True,True,total,fits total range with realistic per-m² ratio,4500.0,90.0
marrakech,Guéliz,Appartement,07/03/2026,1200000,57.0,à vendre,Appartement à vendre 57 m² à Marrakech,False,True,total,fits total range with realistic per-m² ratio,1200000.0,21052.63157894737
temara,Maghreb Arabi,Appartement,19/02/2026,750000,77.6,à vendre,Appartement à vendre à Temara,True,True,total,fits total range with realistic per-m² ratio,750000.0,9664.948453608247
casablanca,Roches Noires,Appartement,19/02/2026,700000,74.9,à vendre,Studio et appartements à vendre Roches Noires,True,True,total,fits total range with realistic per-m² ratio,700000.0,9345.794392523363
casablanca,Ferme Bretone,Appartement,01/02/2026,2600000,134.2,à vendre,Appartement à vendre ferme bretonne,True,True,total,fits total range with realistic per-m² ratio,2600000.0,19374.068554396425
rabat,Agdal,Appartement,14/02/2026,13500,98.0,à louer,Appartement à louer 98 m² à Rabat,False,True,total,fits total range with realistic per-m² ratio,13500.0,137.75510204081633
tétouan,Saniat Rmal,Local,10/03/2026,700000,75.2,à vendre,Pour la location 5000 DH négociable,True,True,total,fits total range with realistic per-m² ratio,700000.0,9308.510638297872
oujda,Centre Ville,Appartement,02/03/2026,950000,81.9,à vendre,Appartement à Oujda centre,True,True,total,fits total range with realistic per-m² ratio,950000.0,11599.5115995116
marrakech,Les Portes de Marrakech,Appartement,16/02/2026,4500,49.9,à louer,Bel appartement meublé en location,True,True,total,fits total range with realistic per-m² ratio,4500.0,90.1803607214429
bouskoura,Bouskoura centre,Appartement,08/05/2026,850000,35.0,à vendre,F3 avec GRANDE COUR de 35m² au Centre Bouskoura,False,True,total,fits total range with realistic per-m² ratio,850000.0,24285.714285714286
casablanca,Val Fleuri,Appartement,19/02/2026,7300,50.5,à louer,Appartement vide à louer à val Fleury,True,False,total,fits total range with realistic per-m² ratio,7300.0,144.55445544554456
casablanca,Oulfa,Appartement,05/03/2026,2400,54.0,à louer,Appartement à louer 54 m² à Casablanca,False,False,flag,total range OK but implied 44 MAD/m² is unrealistic,2400.0,44.44444444444444
marrakech,Route de Fès,Terrain,01/02/2026,360000,55.1,à vendre,À ne pas rater,True,False,total,fits total range with realistic per-m² ratio,360000.0,6533.575317604355
casablanca,Gauthier,Appartement,12/03/2026,8000,130.0,à louer,Appartement meublé 130m² Gauthier,False,True,total,fits total range with realistic per-m² ratio,8000.0,61.53846153846154
marrakech,Massar,Local,14/02/2026,6500,49.9,à louer,Titre foncier,True,True,total,fits total range with realistic per-m² ratio,6500.0,130.26052104208418
tétouan,Al Mallalienne,Terrain,10/02/2026,650000,66.1,à vendre,Lotissement Andalus,True,True,total,fits total range with realistic per-m² ratio,650000.0,9833.585476550681
errachidia,Toute la ville,Villa,11/03/2026,3500,50.5,à louer,Sefli villa bjerda mn cousina,True,True,total,fits total range with realistic per-m² ratio,3500.0,69.3069306930693
casablanca,Hay Hassani,Local,03/02/2026,15000,49.4,à louer,169857 Local à louer à 15000DH à Almaz Hay Hassan,True,True,total,fits total range with realistic per-m² ratio,15000.0,303.6437246963563
mohammedia,Centre Ville,Bureau,08/05/2026,725000,55.0,à vendre,Votre bureau adapté à vos ambitions 55m²,False,False,total,fits total range with realistic per-m² ratio,725000.0,13181.818181818182
casablanca,Mers Sultan,Appartement,12/02/2026,1500000,113.0,à vendre,158389 Vente Appt à Casablanca La Gironde de 147 m,True,True,total,fits total range with realistic per-m² ratio,1500000.0,13274.336283185841
casablanca,Almaz,Appartement,08/05/2026,830000,71.0,à vendre,Appartement à vendre 71 m² à ALMAZ,False,False,total,fits total range with realistic per-m² ratio,830000.0,11690.140845070422
casablanca,Bourgogne,Villa,15/03/2026,45000,48.1,à louer,Villa de prestige à AIN DIAB,True,True,flag,total range OK but implied 936 MAD/m² is unrealistic,45000.0,935.5509355509355
berkane,Toute la ville,Maison,25/02/2026,1400000,110.0,à vendre,Maison style villa,True,True,total,fits total range with realistic per-m² ratio,1400000.0,12727.272727272728
rabat,Aviation - Mabella,Villa,12/02/2026,5600000,136.4,à vendre,RBA YO 1086 Villa à vendre à Aviation Mabella,True,False,flag,"total range OK but implied 41,056 MAD/m² is unrealistic",5600000.0,41055.718475073314
agadir,Hay Salam,Maison,15/03/2026,2600000,135.5,à vendre,Maison à vendre commerce,True,True,total,fits total range with realistic per-m² ratio,2600000.0,19188.191881918818
casablanca,Aïn Chock,Maison,10/03/2026,8500000,110.0,à vendre,Maison 110 m² à double façades et Café en activité,False,False,flag,"total range OK but implied 77,273 MAD/m² is unrealistic",8500000.0,77272.72727272728
mdiq,Toute la ville,Appartement,10/02/2026,1500000,113.0,à vendre,Appartement Vue Sur Piscine à vendre Jawhara Smir,True,True,total,fits total range with realistic per-m² ratio,1500000.0,13274.336283185841
tanger,Marjane,Appartement,02/03/2026,3500,48.9,à louer,Appartement à louer,True,True,total,fits total range with realistic per-m² ratio,3500.0,71.57464212678937
casablanca,Ain Sebaa,Appartement,12/02/2026,4500,49.5,à louer,Appartement à louer à Ain Sebaa 4500 dh,True,True,total,fits total range with realistic per-m² ratio,4500.0,90.9090909090909
casablanca,Maarif,Appartement,25/02/2026,890000,38.0,à vendre,Appartement à vendre 38 m² à Casablanca,False,False,total,fits total range with realistic per-m² ratio,890000.0,23421.052631578947
marrakech,Allal El Fassi,Appartement,09/03/2026,3700,50.4,à louer,Appartement à louer,True,False,total,fits total range with realistic per-m² ratio,3700.0,73.41269841269842
mdiq,Toute la ville,Appartement,08/05/2026,700,50.3,à louer,Appartement à louer à Jawhara Smir,True,True,flag,prix below floor and doesn't fit per_m2,700.0,13.916500994035786
casablanca,Quartier des Hôpitaux,Bureau,10/02/2026,9000,49.9,à louer,Bureau 140m2 à Abdelmoumen,True,True,total,fits total range with realistic per-m² ratio,9000.0,180.3607214428858
casablanca,Gauthier,Appartement,12/02/2026,3000000,176.0,à vendre,Appartement à vendre 176 m² à Casablanca,False,True,total,fits total range with realistic per-m² ratio,3000000.0,17045.454545454544
marrakech,Hay Izdihar,Appartement,03/02/2026,250,49.2,à louer,Appartement Hay Izdihar Marrakech,True,True,per_m2,"prix below total floor, valid as per_m2",12300.0,249.99999999999997
marrakech,Av Mohammed VI,Villa,08/02/2026,2700000,133.7,à vendre,villa semi finie prestigia,True,False,total,fits total range with realistic per-m² ratio,2700000.0,20194.465220643233
berrechid,Toute la ville,Appartement,10/03/2026,360000,76.0,à vendre,Appartement à vendre 76 m² à Berrechid,False,False,total,fits total range with realistic per-m² ratio,360000.0,4736.8421052631575
casablanca,Abdelmoumen,Appartement,02/03/2026,5500,50.5,à louer,Location studio vide abdelmoumen,True,True,total,fits total range with realistic per-m² ratio,5500.0,108.91089108910892
el jadida,Autre secteur,Appartement,03/02/2026,3400,49.9,à louer,Appartement meublé 2 façades,True,False,total,fits total range with realistic per-m² ratio,3400.0,68.13627254509018
bouskoura,Bouskoura centre,Bureau,15/03/2026,7000,50.5,à louer,Bureau en RDC Bouskoura,True,True,total,fits total range with realistic per-m² ratio,7000.0,138.6138613861386
casablanca,Californie,Appartement,08/05/2026,2255000,143.0,à vendre,3 Chambres à vendre 143 m² à Californie,False,False,total,fits total range with realistic per-m² ratio,2255000.0,15769.23076923077
casablanca,Casablanca Finance City,Appartement,03/02/2026,30000,49.9,à louer,À louer Appartement à CFC,True,True,flag,total range OK but implied 601 MAD/m² is unrealistic,30000.0,601.2024048096192
casablanca,Belvédère,Autre,09/03/2026,6900000,135.3,à vendre,Immeuble vide à vendre R5 à belvédère,True,False,flag,"total range OK but implied 50,998 MAD/m² is unrealistic",6900000.0,50997.78270509977
nouaceur,Toute la ville,Villa,14/02/2026,6500000,137.1,à vendre,162681 Vente Villa à Nouaceur Douar Bouhala de 476,True,True,flag,"total range OK but implied 47,411 MAD/m² is unrealistic",6500000.0,47410.64916119621
casablanca,Oulfa,Appartement,05/03/2026,4000,56.0,à louer,Appartement à louer 56 m² à Casablanca,False,True,total,fits total range with realistic per-m² ratio,4000.0,71.42857142857143
kénitra,El Haddada,Villa,14/02/2026,29000000,136.7,à vendre,Villa à vendre,True,False,flag,"prix 29,000,000 fits neither total nor per_m2 for kénitra",29000000.0,212143.37966349671
marrakech,M'Hamid,Appartement,02/03/2026,6000,50.4,à louer,Appartement à louer à coté de l aéroport,True,True,total,fits total range with realistic per-m² ratio,6000.0,119.04761904761905
marrakech,Guéliz,Appartement,16/02/2026,9000,48.7,à louer,Spacieux appartement en location,True,True,total,fits total range with realistic per-m² ratio,9000.0,184.80492813141683
mohammedia,Mimosas,Appartement,15/03/2026,5500,50.3,à louer,Appartement à Rd la marine royale à Mohammedia,True,True,total,fits total range with realistic per-m² ratio,5500.0,109.34393638170975
laâyoune,Toute la ville,Appartement,15/03/2026,5500,50.5,à louer,Appartements meublés à louer,True,True,total,fits total range with realistic per-m² ratio,5500.0,108.91089108910892
casablanca,Sidi Belyout,Appartement,14/02/2026,725000,69.0,à vendre,137549 Vente Appt à Casablanca Derb Omar de 69 m²,False,False,total,fits total range with realistic per-m² ratio,725000.0,10507.246376811594
casablanca,Anfa,Villa,10/02/2026,20500000,137.1,à vendre,167843 Vente Villa à Casablanca Ain Diab de 1000 m,True,False,flag,"prix 20,500,000 fits neither total nor per_m2 for casablanca",20500000.0,149525.89350838805
casablanca,Mers Sultan,Bureau,25/02/2026,6500,49.9,à louer,Location de bureau cloison climatisé,True,True,total,fits total range with realistic per-m² ratio,6500.0,130.26052104208418
rabat,Kébibat,Appartement,03/02/2026,6000,49.5,à louer,Appartement à louer 6000dh KBIBAT,True,True,total,fits total range with realistic per-m² ratio,6000.0,121.21212121212122
rabat,Quartier de l'Océan,Appartement,15/03/2026,11000,42.2,à louer,2 chambres salon meublé à l océan,True,True,total,fits total range with realistic per-m² ratio,11000.0,260.66350710900474
casablanca,Oulfa,Appartement,10/02/2026,4000,95.0,à louer,Appartement à louer 95 m² à Casablanca,False,True,flag,total range OK but implied 42 MAD/m² is unrealistic,4000.0,42.10526315789474
casablanca,Racine,Appartement,02/03/2026,2100000,108.0,à vendre,Appartement à vendre 108 m² à Casablanca,False,False,total,fits total range with realistic per-m² ratio,2100000.0,19444.444444444445
casablanca,Aïn Diab,Appartement,08/02/2026,14000,126.0,à louer,Appartement à louer 126 m² à Casablanca,False,True,total,fits total range with realistic per-m² ratio,14000.0,111.11111111111111
marrakech,Bouaakkaz,Appartement,05/02/2026,13500,76.0,à louer,Appartement à louer 76 m² à Marrakech,False,True,total,fits total range with realistic per-m² ratio,13500.0,177.6315789473684
rabat,Souissi,Appartement,07/03/2026,12000,1.0,à louer,Appartement à louer 1 m² à Rabat,False,True,flag,"total range OK but implied 12,000 MAD/m² is unrealistic",12000.0,12000.0
bouskoura,Bouskoura centre,Local,10/02/2026,1100000,86.1,à vendre,Local commercial à vendre,True,True,total,fits total range with realistic per-m² ratio,1100000.0,12775.842044134728
marrakech,Hay Izdihar,Appartement,05/03/2026,1500000,113.4,à vendre,Aparte jnan Ali 83 M2 Vide haut standing,True,True,total,fits total range with realistic per-m² ratio,1500000.0,13227.513227513227
rabat,Agdal,Bureau,01/02/2026,35000,280.0,à louer,Plateau bureau 280 m² à louer Agdal Rabat,False,False,total,fits total range with realistic per-m² ratio,35000.0,125.0
tanger,Castilla,Appartement,25/02/2026,2500000,131.1,à vendre,Appartement à Vendre en face du Café Lahay,True,True,total,fits total range with realistic per-m² ratio,2500000.0,19069.41266209001
sidi rahal,Toute la ville,Terrain,02/03/2026,600000,66.6,à vendre,Terrain titré vue sur mer 5000 m2,True,True,total,fits total range with realistic per-m² ratio,600000.0,9009.009009009009
casablanca,Palmier,Appartement,01/02/2026,6500,48.8,à louer,Location Studio Meublé Neuf,True,True,total,fits total range with realistic per-m² ratio,6500.0,133.19672131147541
fès,Route Ain Chkaf,Appartement,21/03/2026,3000,111.0,à louer,Appartement à louer de 111 m² à Fès,False,True,total,fits total range with realistic per-m² ratio,3000.0,27.027027027027028
settat,Hay Mimouna,Maison,27/02/2026,140000,49.9,à vendre,Maison à vendre à Settat quartier Mimouna Oued Nanaa,True,False,total,fits total range with realistic per-m² ratio,140000.0,2805.61122244489
casablanca,Ain Sebaa,Appartement,15/03/2026,6000,50.1,à louer,Plusieurs Apparts H Standing Couple Marié,True,True,total,fits total range with realistic per-m² ratio,6000.0,119.76047904191617
mohammedia,Quartier du Parc,Appartement,15/03/2026,7000,50.3,à louer,Appartement à louer 03 chs à Mohammedia,True,True,total,fits total range with realistic per-m² ratio,7000.0,139.16500994035786
temara,Wifak,Local,05/03/2026,12000,50.5,à louer,Local commercial à louer à Hay Wifak,True,True,total,fits total range with realistic per-m² ratio,12000.0,237.62376237623764
casablanca,Bourgogne,Appartement,25/02/2026,1500000,111.2,à vendre,Appartement avec terrasse au coeur de Bourgogne,True,True,total,fits total range with realistic per-m² ratio,1500000.0,13489.208633093525
casablanca,Casablanca Finance City,Maison,19/02/2026,20000,49.9,à louer,Appartement meublé à louer à CFC,True,True,flag,total range OK but implied 401 MAD/m² is unrealistic,20000.0,400.80160320641284
bouskoura,Bouskoura centre,Terrain,08/05/2026,1730000,126.0,à vendre,Lot de terrain pour villa à vendre à Bouskoura,True,False,total,fits total range with realistic per-m² ratio,1730000.0,13730.15873015873
rabat,Hay Nahda,Appartement,12/02/2026,1500,49.5,à louer,Studio pour les filles à Rabat Hay Nahda 1,True,False,flag,"prix 1,500 fits neither total nor per_m2 for rabat",1500.0,30.303030303030305
temara,Harhoura,Appartement,08/02/2026,7500,49.9,à louer,Appartement neuf à Harhoura,True,True,total,fits total range with realistic per-m² ratio,7500.0,150.3006012024048
casablanca,2 Mars,Appartement,08/05/2026,2120000,130.7,à vendre,Appartement à vendre 2 Mars,True,False,total,fits total range with realistic per-m² ratio,2120000.0,16220.3519510329
marrakech,Mabrouka,Local,12/02/2026,20000,49.0,à louer,Salon de beauté location,True,True,total,fits total range with realistic per-m² ratio,20000.0,408.16326530612247
tanger,Moujahidine,Appartement,19/02/2026,5300,48.4,à louer,APPARTEMENT MEUBLÉ DINA moujahidine,True,False,total,fits total range with realistic per-m² ratio,5300.0,109.50413223140497
casablanca,Derb Ghallef,Appartement,08/05/2026,1550000,114.1,à vendre,Magnifique appartement neuf avec terrasse,True,False,total,fits total range with realistic per-m² ratio,1550000.0,13584.574934268187
agadir,Founty,Appartement,07/03/2026,5000,50.0,à louer,Appartement à louer 50 m² à founty Agadir,False,True,total,fits total range with realistic per-m² ratio,5000.0,100.0
casablanca,Maarif,Local,25/02/2026,2500000,134.1,à vendre,Restaurant 65 couverts quartier Maarif,True,True,total,fits total range with realistic per-m² ratio,2500000.0,18642.80387770321
marrakech,Av Mohammed VI,Appartement,08/05/2026,1350000,99.7,à vendre,Studio à Vendre,True,True,total,fits total range with realistic per-m² ratio,1350000.0,13540.62186559679
casablanca,Beauséjour,Appartement,05/03/2026,750000,78.6,à vendre,Appartements à vendre à Casablanca Bousijour,True,True,total,fits total range with realistic per-m² ratio,750000.0,9541.984732824429
kénitra,Mimosas,Appartement,12/02/2026,4000,49.7,à louer,Appartement meublé à Kenitra,True,True,total,fits total range with realistic per-m² ratio,4000.0,80.48289738430583
