ville,adresse,type,date,prix,surface,operation,description,surface_predicted,is_placeholder,price_label,label_reason,prix_normalise,prix_m2
marrakech,Iziki,Local_Commercial,08/03/2026,5000,56.0,location,Local commercial   56 m² Marrakech  « Iziki »,,True,per_m2,"prix below total floor, valid as per_m2",280000.0,5000.0
tanger,El Majd,Local_Commercial,04/05/2026,22000,125.0,location,Local commercial   125 m² Tanger  « El Majd »,,True,per_m2,"prix below total floor, valid as per_m2",2750000.0,22000.0
tanger,Non spécifié,Local_Commercial,17/04/2026,1500,22.0,location,Local commercial   22 m² Tanger,,True,flag,prix below floor and doesn't fit per_m2,1500.0,68.18181818181819
tanger,Non spécifié,Local_Commercial,17/04/2026,16500,360.0,location,Local commercial  2 pièces 360 m² Tanger,,True,per_m2,"prix below total floor, valid as per_m2",5940000.0,16500.0
tanger,Tanja Balia,Local_Commercial,01/04/2026,8000,90.0,location,Local commercial   90 m² Tanger  « Tanja Balia »,,True,per_m2,"prix below total floor, valid as per_m2",720000.0,8000.0
tanger,Non spécifié,Local_Commercial,25/03/2026,45000,500.0,location,Local commercial  1 pièces 500 m² Tanger,,True,flag,prix below floor and doesn't fit per_m2,45000.0,90.0
tanger,De La Plage,Local_Commercial,13/03/2026,35000,250.0,location,Local commercial   250 m² Tanger  « De La Plage »,,True,flag,prix below floor and doesn't fit per_m2,35000.0,140.0
tanger,Branes Kdima,Local_Commercial,23/02/2026,5000,90.0,location,Local commercial   90 m² Tanger  « Branes Kdima »,,True,per_m2,"prix below total floor, valid as per_m2",450000.0,5000.0
tanger,Non spécifié,Local_Commercial,03/02/2026,28000,220.0,location,Local commercial   220 m² Tanger,,True,per_m2,"prix below total floor, valid as per_m2",6160000.0,28000.0
kénitra,Kasbat El Mehdia,Local_Commercial,30/03/2026,2500,10.0,location,Local commercial   10 m² Kenitra  « Kasbat El Mehdia »,,True,flag,prix below floor and doesn't fit per_m2,2500.0,250.0
kénitra,Bir Rami,Local_Commercial,19/03/2026,7000,63.0,location,Local commercial   63 m² Kenitra  « Bir Rami »,,True,per_m2,"prix below total floor, valid as per_m2",441000.0,7000.0
kénitra,Kasbat El Mehdia,Local_Commercial,12/03/2026,2000,2000.0,location,Local commercial  2 pièces 2000 m² Kenitra  « Kasbat El Mehdia »,,True,flag,prix below floor and doesn't fit per_m2,2000.0,1.0
béni mellal,Non spécifié,Local_Commercial,18/02/2026,6000,25.0,location,Local commercial   25 m² Khouribga,,True,per_m2,"prix below total floor, valid as per_m2",150000.0,6000.0
casablanca,Sidi Maarouf,Maison,05/05/2026,2600000,84.0,à vendre,"5 chambre, 3 salon, avec Garage. Maison  8 pièces 84 m² Casablanca  « Sidi Maarouf »",,True,total,fits total range with realistic per-m² ratio,2600000.0,30952.380952380954
casablanca,Al Fida,Maison,30/04/2026,600000,57.0,à vendre,"2 chambre, 1 salon. Maison  3 pièces 57 m² Casablanca  « Al Fida »",,True,total,fits total range with realistic per-m² ratio,600000.0,10526.315789473685
casablanca,Hay Mohammadi,Maison,23/04/2026,280000000,86.0,à vendre,Maison   86 m² Casablanca  « Hay Mohammadi »,,False,flag,"prix 280,000,000 fits neither total nor per_m2 for casablanca",280000000.0,3255813.9534883723
casablanca,Sbata,Maison,22/04/2026,1700000,69.0,à vendre,"7 chambre, 3 salon, avec Garage. Maison  10 pièces 69 m² Casablanca  « Sbata »",,True,total,fits total range with realistic per-m² ratio,1700000.0,24637.681159420288
casablanca,Sbata,Maison,29/03/2026,1900000,192.0,à vendre,"5 chambre, 2 salon. Maison  7 pièces 192 m² Casablanca  « Sbata »",,True,total,fits total range with realistic per-m² ratio,1900000.0,9895.833333333334
casablanca,Hay Hassani,Maison,02/03/2026,3800000,115.0,à vendre,"4 chambre, 2 salon, avec Garage. Maison  6 pièces 115 m² Casablanca  « Hay Hassani »",,False,total,fits total range with realistic per-m² ratio,3800000.0,33043.47826086957
casablanca,Route D'azemmour,Maison,18/02/2026,2600000,160.0,à vendre,"2 chambre, 1 salon, avec Garage. Maison  3 pièces 160 m² Casablanca  « Route D'azemmour »",,True,total,fits total range with realistic per-m² ratio,2600000.0,16250.0
fès,Sehb El Ward,Maison,31/03/2026,100000,60.0,à vendre,"1 chambre, 1 salon. Maison  2 pièces 60 m² Fès  « Sehb El Ward »",,False,flag,"total range OK but implied 1,667 MAD/m² is unrealistic",100000.0,1666.6666666666667
marrakech,Route D'ourika,Maison,05/05/2026,1500000,90.0,à vendre,"5 chambre, avec Garage. Maison  5 pièces 90 m² Marrakech  « Route D'ourika »",,True,total,fits total range with realistic per-m² ratio,1500000.0,16666.666666666668
marrakech,Non spécifié,Maison,27/04/2026,1400000,88.0,à vendre,"3 chambre, 2 salon. Maison  5 pièces 88 m² Marrakech",,True,total,fits total range with realistic per-m² ratio,1400000.0,15909.09090909091
marrakech,Non spécifié,Maison,24/04/2026,650000,104.0,à vendre,"9 chambre, 3 salon, avec Garage. Maison  12 pièces 104 m² Marrakech",,True,total,fits total range with realistic per-m² ratio,650000.0,6250.0
marrakech,Route De Casablanca,Maison,18/04/2026,1449998,79.0,à vendre,"3 chambre, 2 salon. Maison  5 pièces 79 m² Marrakech  « Route De Casablanca »",,False,total,fits total range with realistic per-m² ratio,1449998.0,18354.40506329114
marrakech,Ancienne Médina,Maison,29/03/2026,1200000,76.0,à vendre,"3 chambre, 1 salon. Maison  4 pièces 76 m² Marrakech  « Ancienne Médina »",,True,total,fits total range with realistic per-m² ratio,1200000.0,15789.473684210527
marrakech,Sidi Youssef Ben Ali,Maison,22/03/2026,1200000,200.0,à vendre,"3 chambre, 2 salon. Maison  5 pièces 200 m² Marrakech  « Sidi Youssef Ben Ali »",,True,total,fits total range with realistic per-m² ratio,1200000.0,6000.0
marrakech,Agdal,Maison,19/03/2026,2800000,243.0,à vendre,"3 chambre, 1 salon, avec Garage. Maison  4 pièces 243 m² Marrakech  « Agdal »",,True,total,fits total range with realistic per-m² ratio,2800000.0,11522.633744855968
marrakech,Hay Annahda,Maison,15/03/2026,4000000,569.0,à vendre,"12 chambre, 5 salon, avec Garage. Maison  17 pièces 569 m² Marrakech  « Hay Annahda »",,False,total,fits total range with realistic per-m² ratio,4000000.0,7029.8769771529
marrakech,Ancienne Médina,Maison,25/02/2026,2600000,70.0,à vendre,"5 chambre, 3 salon. Maison  8 pièces 70 m² Marrakech  « Ancienne Médina »",,True,total,fits total range with realistic per-m² ratio,2600000.0,37142.857142857145
marrakech,Hay Al Bahja,Maison,20/02/2026,950000,82.0,à vendre,"9 chambre, 2 salon. Maison  11 pièces 82 m² Marrakech  « Hay Al Bahja »",,True,total,fits total range with realistic per-m² ratio,950000.0,11585.365853658537
tanger,Non spécifié,Maison,30/04/2026,1900000,100.0,à vendre,"1 chambre, 1 salon, avec Garage. Maison  2 pièces 100 m² Tanger",,True,total,fits total range with realistic per-m² ratio,1900000.0,19000.0
tanger,De La Plage,Maison,27/04/2026,2201600,172.0,à vendre,"4 chambre, 2 salon. Maison  6 pièces 172 m² Tanger  « De La Plage »",,False,total,fits total range with realistic per-m² ratio,2201600.0,12800.0
tanger,Casabarata,Maison,17/04/2026,850000,50.0,à vendre,"2 chambre, 3 salon. Maison  5 pièces 50 m² Tanger  « Casabarata »",,True,total,fits total range with realistic per-m² ratio,850000.0,17000.0
tanger,De La Plage,Maison,11/03/2026,1950000,200.0,à vendre,"3 chambre, 3 salon. Maison meublé 6 pièces 200 m² Tanger  « De La Plage »",,False,total,fits total range with realistic per-m² ratio,1950000.0,9750.0
tanger,Centre Ville,Maison,10/03/2026,10000000,450.0,à vendre,"7 chambre, 1 salon. Maison  8 pièces 450 m² Tanger  « Centre Ville »",,False,flag,"prix 10,000,000 fits neither total nor per_m2 for tanger",10000000.0,22222.222222222223
tanger,Ahammar,Maison,02/03/2026,1900000,128.0,à vendre,"6 chambre, 1 salon, avec Garage. Maison  7 pièces 128 m² Tanger  « Ahammar »",,True,total,fits total range with realistic per-m² ratio,1900000.0,14843.75
tanger,Tanja Balia,Maison,04/02/2026,2500000,84.0,à vendre,"3 chambre, 2 salon, avec Garage. Maison  5 pièces 84 m² Tanger  « Tanja Balia »",,True,total,fits total range with realistic per-m² ratio,2500000.0,29761.904761904763
tanger,Non spécifié,Maison,01/02/2026,2100000,75.0,à vendre,"3 chambre, 3 salon, avec Garage. Maison  6 pièces 75 m² Tanger",,False,total,fits total range with realistic per-m² ratio,2100000.0,28000.0
agadir,Non spécifié,Maison,15/04/2026,1430000,100.0,à vendre,"6 chambre, 2 salon, avec Garage. Maison  8 pièces 100 m² Agadir",,False,total,fits total range with realistic per-m² ratio,1430000.0,14300.0
agadir,Lekhiam,Maison,24/02/2026,2300000,240.0,à vendre,"10 chambre, avec Garage. Maison  10 pièces 240 m² Agadir  « Lekhiam »",,False,total,fits total range with realistic per-m² ratio,2300000.0,9583.333333333334
meknès,Wislane,Maison,27/03/2026,1500000,93.0,à vendre,"3 chambre, 1 salon. Maison  4 pièces 93 m² Meknès  « Wislane »",,True,total,fits total range with realistic per-m² ratio,1500000.0,16129.032258064517
oujda,Non spécifié,Maison,12/04/2026,2500000,200.0,à vendre,"3 chambre, 1 salon, avec Garage. Maison  4 pièces 200 m² Oujda",,True,total,fits total range with realistic per-m² ratio,2500000.0,12500.0
oujda,Non spécifié,Maison,10/04/2026,480000,80.0,à vendre,"1 chambre, 1 salon. Maison  2 pièces 80 m² Oujda",,False,total,fits total range with realistic per-m² ratio,480000.0,6000.0
oujda,Hay Zitoune,Maison,07/04/2026,1040000,210.0,à vendre,"3 chambre, 2 salon, avec Garage. Maison  5 pièces 210 m² Oujda  « Hay Zitoune »",,False,total,fits total range with realistic per-m² ratio,1040000.0,4952.380952380952
oujda,Hay Lazaret,Maison,07/04/2026,700000,210.0,à vendre,"5 chambre, 1 salon. Maison  6 pièces 210 m² Oujda  « Hay Lazaret »",,True,total,fits total range with realistic per-m² ratio,700000.0,3333.3333333333335
oujda,Hay Zitoune,Maison,07/04/2026,1100000,280.0,à vendre,"5 chambre, 3 salon. Maison  8 pièces 280 m² Oujda  « Hay Zitoune »",,True,total,fits total range with realistic per-m² ratio,1100000.0,3928.5714285714284
kénitra,Alliance,Maison,11/04/2026,1500000,110.0,à vendre,"3 chambre, 1 salon, avec Garage. Maison  4 pièces 110 m² Kenitra  « Alliance »",,True,total,fits total range with realistic per-m² ratio,1500000.0,13636.363636363636
kénitra,Diour 10000,Maison,11/02/2026,650000,150.0,à vendre,"4 chambre, 1 salon. Maison  5 pièces 150 m² Kenitra  « Diour 10000 »",,True,total,fits total range with realistic per-m² ratio,650000.0,4333.333333333333
tétouan,Non spécifié,Maison,06/05/2026,18000000,160.0,à vendre,"2 chambre, 1 salon, avec Garage. Maison  3 pièces 160 m² Tétouan",,False,flag,"prix 18,000,000 fits neither total nor per_m2 for tétouan",18000000.0,112500.0
tétouan,Touilaa,Maison,27/04/2026,3350000,100.0,à vendre,"2 chambre, 6 salon, avec Garage. Maison  8 pièces 100 m² Tétouan  « Touilaa »",,False,total,fits total range with realistic per-m² ratio,3350000.0,33500.0
salé,Tabriquet,Maison,22/04/2026,880000,110.0,à vendre,"2 chambre, 1 salon, avec Garage. Maison  3 pièces 110 m² Salé  « Tabriquet »",,False,total,fits total range with realistic per-m² ratio,880000.0,8000.0
salé,Non spécifié,Maison,09/03/2026,6000000,554.0,à vendre,"2 chambre, 3 salon, avec Garage. Maison  5 pièces 554 m² Salé",,False,total,fits total range with realistic per-m² ratio,6000000.0,10830.324909747293
salé,Bab Sebta,Maison,03/02/2026,950000,100.0,à vendre,"5 chambre, 2 salon. Maison  7 pièces 100 m² Salé  « Bab Sebta »",,True,total,fits total range with realistic per-m² ratio,950000.0,9500.0
mohammedia,Hay Chabab,Maison,29/04/2026,1600000,100.0,à vendre,"10 chambre, 3 salon, avec Garage. Maison  13 pièces 100 m² Mohammedia  « Hay Chabab »",,True,total,fits total range with realistic per-m² ratio,1600000.0,16000.0
mohammedia,Al Qods,Maison,02/03/2026,450000,95.0,à vendre,"2 chambre, 1 salon. Maison  3 pièces 95 m² Mohammedia  « Al Qods »",,True,total,fits total range with realistic per-m² ratio,450000.0,4736.8421052631575
nador,Maghreb Arabi,Maison,12/03/2026,3000000,65.0,à vendre,"6 chambre, 3 salon, avec Garage. Maison  9 pièces 65 m² Temara  « Maghreb Arabi »",,True,flag,"total range OK but implied 46,154 MAD/m² is unrealistic",3000000.0,46153.846153846156
settat,Laarassi,Maison,27/04/2026,1100000,90.0,à vendre,"3 chambre, 1 salon, avec Garage. Maison  4 pièces 90 m² Nador  « Laarassi »",,True,total,fits total range with realistic per-m² ratio,1100000.0,12222.222222222223
berrechid,Non spécifié,Maison,16/02/2026,3750000,100.0,à vendre,"2 chambre, 3 salon, avec Garage. Maison meublé 5 pièces 100 m² Khemisset",,False,total,fits total range with realistic per-m² ratio,3750000.0,37500.0
taza,Non spécifié,Maison,04/04/2026,660000,70.0,à vendre,"3 chambre, 1 salon. Maison  4 pièces 70 m² El jadida",,False,total,fits total range with realistic per-m² ratio,660000.0,9428.57142857143
taza,Derb Sid Daoui,Maison,12/02/2026,850000,120.0,à vendre,"1 chambre, 2 salon. Maison meublé 3 pièces 120 m² El jadida  « Derb Sid Daoui »",,True,total,fits total range with realistic per-m² ratio,850000.0,7083.333333333333
casablanca,Route D'el Jadida,Villa,21/04/2026,2100000,245.0,à vendre,Villa   245 m² Casablanca  « Route D'el Jadida »,,False,total,fits total range with realistic per-m² ratio,2100000.0,8571.42857142857
casablanca,Franceville,Villa,14/04/2026,11500000,278.0,à vendre,"6 chambre, 1 salon. Villa  7 pièces 278 m² Casablanca  « Franceville »",,False,total,fits total range with realistic per-m² ratio,11500000.0,41366.90647482014
casablanca,Sidi Bernoussi,Villa,07/04/2026,3600000,132.0,à vendre,"5 chambre, 4 salon. Villa meublé 9 pièces 132 m² Casablanca  « Sidi Bernoussi »",,False,total,fits total range with realistic per-m² ratio,3600000.0,27272.727272727272
casablanca,Polo,Villa,13/03/2026,10800000,1200.0,à vendre,Villa   1200 m² Casablanca  « Polo »,,False,total,fits total range with realistic per-m² ratio,10800000.0,9000.0
casablanca,Franceville,Villa,02/02/2026,13000000,278.0,à vendre,"6 chambre, 1 salon, avec Garage. Villa  7 pièces 278 m² Casablanca  « Franceville »",,False,flag,"total range OK but implied 46,763 MAD/m² is unrealistic",13000000.0,46762.589928057554
rabat,Agdal,Villa,30/04/2026,7900000,222.0,à vendre,"5 chambre, 3 salon, avec Garage. Villa  8 pièces 222 m² Rabat  « Agdal »",,False,total,fits total range with realistic per-m² ratio,7900000.0,35585.585585585584
rabat,Guich Oudaya,Villa,24/02/2026,4500000,250.0,à vendre,"4 chambre, 2 salon, avec Garage. Villa  6 pièces 250 m² Rabat  « Guich Oudaya »",,True,total,fits total range with realistic per-m² ratio,4500000.0,18000.0
rabat,Souissi,Villa,23/02/2026,26000000,1000.0,à vendre,"6 chambre, 2 salon, avec Garage. Villa  8 pièces 1000 m² Rabat  « Souissi »",,False,flag,"prix 26,000,000 fits neither total nor per_m2 for rabat",26000000.0,26000.0
rabat,Non spécifié,Villa,19/02/2026,16500000,1100.0,à vendre,Villa   1100 m² Rabat,,False,flag,"prix 16,500,000 fits neither total nor per_m2 for rabat",16500000.0,15000.0
rabat,Autre Secteur,Villa,11/02/2026,35000000,150.0,à vendre,"3 chambre, 4 salon, avec Garage. Villa  7 pièces 150 m² Rabat  « Autre Secteur »",,False,flag,"prix 35,000,000 fits neither total nor per_m2 for rabat",35000000.0,233333.33333333334
rabat,Non spécifié,Villa,04/02/2026,3200000,160.0,à vendre,"4 chambre, 1 salon. Villa  5 pièces 160 m² Rabat",,False,total,fits total range with realistic per-m² ratio,3200000.0,20000.0
marrakech,Hay Targa,Villa,05/05/2026,9000000,570.0,à vendre,"6 chambre, 6 salon, avec Garage. Villa meublé 12 pièces 570 m² Marrakech  « Hay Targa »",,False,total,fits total range with realistic per-m² ratio,9000000.0,15789.473684210527
marrakech,Targa,Villa,04/05/2026,3350000,316.0,à vendre,"6 chambre, 2 salon, avec Garage. Villa  8 pièces 316 m² Marrakech  « Targa »",,False,total,fits total range with realistic per-m² ratio,3350000.0,10601.26582278481
marrakech,Non spécifié,Villa,23/04/2026,18445000,700.0,à vendre,"4 chambre, 2 salon, avec Garage. Villa  6 pièces 700 m² Marrakech",,False,total,fits total range with realistic per-m² ratio,18445000.0,26350.0
marrakech,Non spécifié,Villa,22/04/2026,3200000,360.0,à vendre,"3 chambre, 1 salon. Villa meublé 4 pièces 360 m² Marrakech",,False,total,fits total range with realistic per-m² ratio,3200000.0,8888.888888888889
marrakech,Route D'ourika,Villa,14/04/2026,1750000,500.0,à vendre,"3 chambre, 2 salon. Villa  5 pièces 500 m² Marrakech  « Route D'ourika »",,False,flag,"total range OK but implied 3,500 MAD/m² is unrealistic",1750000.0,3500.0
marrakech,Route D'ourika,Villa,05/04/2026,1950000,110.0,à vendre,"2 chambre, 2 salon, avec Garage. Villa  4 pièces 110 m² Marrakech  « Route D'ourika »",,False,total,fits total range with realistic per-m² ratio,1950000.0,17727.272727272728
marrakech,Route D'ourika,Villa,05/04/2026,2600000,120.0,à vendre,"4 chambre, 2 salon, avec Garage. Villa  6 pièces 120 m² Marrakech  « Route D'ourika »",,True,total,fits total range with realistic per-m² ratio,2600000.0,21666.666666666668
marrakech,El Afak,Villa,24/03/2026,1200000,115.0,à vendre,"3 chambre, 2 salon. Villa  5 pièces 115 m² Marrakech  « El Afak »",,True,total,fits total range with realistic per-m² ratio,1200000.0,10434.782608695652
marrakech,Assif,Villa,07/02/2026,9800000,140.0,à vendre,"1 chambre, 1 salon, avec Garage. Villa  2 pièces 140 m² Marrakech  « Assif »",,False,flag,"total range OK but implied 70,000 MAD/m² is unrealistic",9800000.0,70000.0
marrakech,Non spécifié,Villa,01/02/2026,1200000,430.0,à vendre,"4 chambre, 1 salon, avec Garage. Villa  5 pièces 430 m² Marrakech",,True,flag,"total range OK but implied 2,791 MAD/m² is unrealistic",1200000.0,2790.6976744186045
tanger,Malabata,Villa,06/05/2026,6500000,500.0,à vendre,"4 chambre, 2 salon, avec Garage. Villa  6 pièces 500 m² Tanger  « Malabata »",,True,total,fits total range with realistic per-m² ratio,6500000.0,13000.0
tanger,Centre Ville,Villa,28/04/2026,5000000,500.0,à vendre,"4 chambre, 3 salon, avec Garage. Villa  7 pièces 500 m² Tanger  « Centre Ville »",,True,total,fits total range with realistic per-m² ratio,5000000.0,10000.0
tanger,Achakar,Villa,02/04/2026,5000000,300.0,à vendre,"4 chambre, 3 salon, avec Garage. Villa  7 pièces 300 m² Tanger  « Achakar »",,True,total,fits total range with realistic per-m² ratio,5000000.0,16666.666666666668
tanger,Tanja Balia,Villa,14/03/2026,4950000,370.0,à vendre,"6 chambre, 4 salon, avec Garage. Villa  10 pièces 370 m² Tanger  « Tanja Balia »",,False,total,fits total range with realistic per-m² ratio,4950000.0,13378.378378378378
tanger,Tanja Balia,Villa,14/03/2026,4000000,300.0,à vendre,"4 chambre, 2 salon, avec Garage. Villa  6 pièces 300 m² Tanger  « Tanja Balia »",,False,total,fits total range with realistic per-m² ratio,4000000.0,13333.333333333334
tanger,De La Plage,Villa,13/03/2026,7700000,450.0,à vendre,"5 chambre, 3 salon, avec Garage. Villa  8 pièces 450 m² Tanger  « De La Plage »",,False,total,fits total range with realistic per-m² ratio,7700000.0,17111.11111111111
tanger,Sania,Villa,05/03/2026,8300000,450.0,à vendre,"4 chambre, 4 salon, avec Garage. Villa  8 pièces 450 m² Tanger  « Sania »",,False,flag,"prix 8,300,000 fits neither total nor per_m2 for tanger",8300000.0,18444.444444444445
tanger,Malabata,Villa,05/03/2026,7000000,400.0,à vendre,"6 chambre, 2 salon. Villa  8 pièces 400 m² Tanger  « Malabata »",,True,total,fits total range with realistic per-m² ratio,7000000.0,17500.0
tanger,Malabata,Villa,05/03/2026,7000000,330.0,à vendre,"3 chambre, 2 salon. Villa  5 pièces 330 m² Tanger  « Malabata »",,True,total,fits total range with realistic per-m² ratio,7000000.0,21212.121212121212
tanger,Du Golf,Villa,03/03/2026,7500000,400.0,à vendre,"5 chambre, 3 salon, avec Garage. Villa meublé 8 pièces 400 m² Tanger  « Du Golf »",,False,total,fits total range with realistic per-m² ratio,7500000.0,18750.0
tanger,M'nar,Villa,02/03/2026,30000000,3000.0,à vendre,"6 chambre, 6 salon, avec Garage. Villa meublé 12 pièces 3000 m² Tanger  « M'nar »",,False,flag,"prix 30,000,000 fits neither total nor per_m2 for tanger",30000000.0,10000.0
tanger,M'nar,Villa,27/02/2026,6500000,400.0,à vendre,"3 chambre, 2 salon, avec Garage. Villa  5 pièces 400 m² Tanger  « M'nar »",,True,total,fits total range with realistic per-m² ratio,6500000.0,16250.0
tanger,Non spécifié,Villa,23/02/2026,20000000,1100.0,à vendre,"11 chambre, 6 salon, avec Garage. Villa  17 pièces 1100 m² Tanger",,False,flag,"prix 20,000,000 fits neither total nor per_m2 for tanger",20000000.0,18181.81818181818
agadir,Drargua,Villa,08/04/2026,3360000,998.0,à vendre,"3 chambre, 1 salon, avec Garage. Villa meublé 4 pièces 998 m² Agadir  « Drargua »",,False,flag,"total range OK but implied 3,367 MAD/m² is unrealistic",3360000.0,3366.733466933868
meknès,Non spécifié,Villa,06/05/2026,4582900,473.0,à vendre,"5 chambre, 3 salon, avec Garage. Villa  8 pièces 473 m² Meknès",,False,total,fits total range with realistic per-m² ratio,4582900.0,9689.006342494715
meknès,Non spécifié,Villa,19/03/2026,7800000,576.0,à vendre,"4 chambre, 2 salon. Villa  6 pièces 576 m² Meknès",,False,total,fits total range with realistic per-m² ratio,7800000.0,13541.666666666666
kénitra,Bir Rami Est,Villa,09/04/2026,5000000,330.0,à vendre,"4 chambre, 4 salon. Villa  8 pièces 330 m² Kenitra  « Bir Rami Est »",,True,total,fits total range with realistic per-m² ratio,5000000.0,15151.515151515152
tétouan,Non spécifié,Villa,29/04/2026,16000000,1000.0,à vendre,"4 chambre, 2 salon, avec Garage. Villa meublé 6 pièces 1000 m² Tétouan",,False,flag,"prix 16,000,000 fits neither total nor per_m2 for tétouan",16000000.0,16000.0
salé,Sala El Jadida,Villa,02/04/2026,9600000,440.0,à vendre,"8 chambre, 2 salon, avec Garage. Villa meublé 10 pièces 440 m² Salé  « Sala El Jadida »",,False,total,fits total range with realistic per-m² ratio,9600000.0,21818.18181818182
mohammedia,Non spécifié,Villa,06/02/2026,3600000,100.0,à vendre,"6 chambre, 2 salon, avec Garage. Villa  8 pièces 100 m² Mohammedia",,False,total,fits total range with realistic per-m² ratio,3600000.0,36000.0
nador,Harhoura,Villa,05/05/2026,5500000,392.0,à vendre,"6 chambre, 3 salon, avec Garage. Villa  9 pièces 392 m² Temara  « Harhoura »",,False,total,fits total range with realistic per-m² ratio,5500000.0,14030.612244897959
nador,Harhoura,Villa,24/02/2026,7700000,300.0,à vendre,"4 chambre, 4 salon, avec Garage. Villa  8 pièces 300 m² Temara  « Harhoura »",,False,total,fits total range with realistic per-m² ratio,7700000.0,25666.666666666668
nador,Harhoura,Villa,23/02/2026,6900000,450.0,à vendre,"5 chambre, 3 salon. Villa  8 pièces 450 m² Temara  « Harhoura »",,False,total,fits total range with realistic per-m² ratio,6900000.0,15333.333333333334
nador,Ain Atig,Villa,10/02/2026,3900000,250.0,à vendre,"4 chambre, 3 salon. Villa  7 pièces 250 m² Temara  « Ain Atig »",,False,total,fits total range with realistic per-m² ratio,3900000.0,15600.0
el jadida,Non spécifié,Villa,12/02/2026,1800000,9000.0,à vendre,"4 chambre, 2 salon, avec Garage. Villa  6 pièces 9000 m² Beni mellal",,True,flag,total range OK but implied 200 MAD/m² is unrealistic,1800000.0,200.0
taza,Non spécifié,Villa,26/04/2026,1600000,280.0,à vendre,"4 chambre, 3 salon, avec Garage. Villa meublé 7 pièces 280 m² El jadida",,True,total,fits total range with realistic per-m² ratio,1600000.0,5714.285714285715
taza,Non spécifié,Villa,10/03/2026,1300000,100.0,à vendre,"2 chambre, 2 salon, avec Garage. Villa  4 pièces 100 m² El jadida",,True,total,fits total range with realistic per-m² ratio,1300000.0,13000.0
rabat,Les Oudayas,Riad,23/02/2026,3100000,140.0,à vendre,"3 chambre, 1 salon. Riad  4 pièces 140 m² Rabat  « Les Oudayas »",,False,total,fits total range with realistic per-m² ratio,3100000.0,22142.85714285714
fès,Fes Jdid,Riad,22/03/2026,140,350.0,à vendre,"6 chambre, 4 salon. Riad meublé 10 pièces 350 m² Fès  « Fes Jdid »",,True,flag,prix below floor and doesn't fit per_m2,140.0,0.4
marrakech,Ancienne Médina,Riad,26/02/2026,1200000,50.0,à vendre,"2 chambre, 1 salon. Riad  3 pièces 50 m² Marrakech  « Ancienne Médina »",,True,total,fits total range with realistic per-m² ratio,1200000.0,24000.0
marrakech,Ancienne Médina,Riad,25/02/2026,45600000,760.0,à vendre,"15 chambre, 6 salon. Riad  21 pièces 760 m² Marrakech  « Ancienne Médina »",,False,flag,"prix 45,600,000 fits neither total nor per_m2 for marrakech",45600000.0,60000.0
marrakech,Non spécifié,Riad,02/02/2026,5000,126.0,à vendre,"4 chambre, 2 salon. Riad  6 pièces 126 m² Marrakech",,True,per_m2,"prix below total floor, valid as per_m2",630000.0,5000.0
casablanca,Bourgogne,Bureau,28/03/2026,760000,42.0,à vendre,"1 chambre, avec Garage. Bureaux  1 pièces 42 m² Casablanca  « Bourgogne »",,False,total,fits total range with realistic per-m² ratio,760000.0,18095.238095238095
casablanca,La Gironde,Bureau,20/03/2026,480000,55.0,à vendre,3 chambre. Bureaux  3 pièces 55 m² Casablanca  « La Gironde »,,False,total,fits total range with realistic per-m² ratio,480000.0,8727.272727272728
casablanca,Roches Noires,Bureau,10/02/2026,754000,120.0,à vendre,"2 chambre, avec Garage. Bureaux  2 pièces 120 m² Casablanca  « Roches Noires »",,False,total,fits total range with realistic per-m² ratio,754000.0,6283.333333333333
rabat,Agdal,Bureau,12/03/2026,3650000,230.0,à vendre,Bureaux   230 m² Rabat  « Agdal »,,False,total,fits total range with realistic per-m² ratio,3650000.0,15869.565217391304
tanger,Al Mandar Al Jamil,Bureau,30/04/2026,1450000,76.0,à vendre,1 chambre. Bureaux  1 pièces 76 m² Tanger  « Al Mandar Al Jamil »,,True,total,fits total range with realistic per-m² ratio,1450000.0,19078.947368421053
tanger,Non spécifié,Bureau,22/04/2026,3200000,123.0,à vendre,"2 chambre, 1 salon. Bureaux meublé 3 pièces 123 m² Tanger",,False,total,fits total range with realistic per-m² ratio,3200000.0,26016.260162601626
tanger,Non spécifié,Bureau,10/02/2026,330000,18.0,à vendre,Bureaux   18 m² Tanger,,False,total,fits total range with realistic per-m² ratio,330000.0,18333.333333333332
tanger,Non spécifié,Bureau,10/02/2026,1920000,160.0,à vendre,7 chambre. Bureaux  7 pièces 160 m² Tanger,,False,total,fits total range with realistic per-m² ratio,1920000.0,12000.0
casablanca,Non spécifié,Local_Commercial,08/03/2026,950000,80.0,à vendre,Local commercial   80 m² Casablanca,,True,total,fits total range with realistic per-m² ratio,950000.0,11875.0
casablanca,Maarif,Local_Commercial,26/02/2026,3700000,141.0,à vendre,Local commercial   141 m² Casablanca  « Maarif »,,False,total,fits total range with realistic per-m² ratio,3700000.0,26241.13475177305
casablanca,Maarif,Local_Commercial,05/02/2026,7000000,185.0,à vendre,avec Garage. Local commercial   185 m² Casablanca  « Maarif »,,True,total,fits total range with realistic per-m² ratio,7000000.0,37837.83783783784
rabat,Médina De Rabat,Local_Commercial,18/04/2026,1000000,28.0,à vendre,"1 chambre, 1 salon. Local commercial  2 pièces 28 m² Rabat  « Médina De Rabat »",,True,total,fits total range with realistic per-m² ratio,1000000.0,35714.28571428572
