iter	Passed	Remaining
1663	117394	94254
1664	117469	94187
1665	117528	94107
1666	117589	94029
1667	117649	93949
1668	117739	93895
1669	117837	93846
1670	117911	93778
1671	117950	93683
1672	118009	93603
1673	118098	93547
1674	118219	93517
1675	118339	93485
1676	118459	93453
1677	118576	93419
1678	118633	93338
1679	118695	93260
1680	118755	93181
1681	118794	93085
1682	118842	92998
1683	118914	92928
1684	118954	92833
1685	119024	92763
1686	119080	92680
1687	119156	92614
1688	119234	92549
1689	119307	92480
1690	119387	92417
1691	119460	92348
1692	119505	92258
1693	119585	92195
1694	119638	92111
1695	119697	92031
1696	119775	91966
1697	119854	91902
1698	119927	91834
1699	119993	91759
1700	120070	91693
1701	120144	91626
1702	120219	91559
1703	120294	91491
1704	120342	91403
1705	120423	91341
1706	120495	91271
1707	120532	91175
1708	120597	91100
1709	120665	91028
1710	120732	90955
1711	120799	90881
1712	120864	90806
1713	120925	90729
1714	120992	90656
1715	121095	90610
1716	121153	90529
1717	121216	90453
1718	121275	90374
1719	121345	90303
1720	121416	90233
1721	121488	90164
1722	121561	90095
1723	121624	90019
1724	121688	89943
1725	121753	89868
1726	121820	89795
1727	121913	89742
1728	121971	89661
1729	122045	89593
1730	122120	89526
1731	122187	89453
1732	122242	89371
1733	122308	89298
1734	122376	89225
1735	122449	89156
1736	122521	89087
1737	122594	89018
1738	122670	88951
1739	122743	88883
1740	122819	88816
1741	122871	88732
1742	122932	88655
1743	122991	88576
1744	123029	88482
1745	123088	88403
1746	123162	88335
1747	123236	88268
1748	123309	88198
1749	123376	88125
1750	123432	88045
1751	123491	87966
1752	123558	87893
1753	123614	87812
1754	123693	87748
1755	123769	87682
1756	123843	87613
1757	123896	87530
1758	123969	87462
1759	124016	87375
1760	124087	87305
1761	124150	87229
1762	124225	87162
1763	124345	87126
1764	124432	87067
1765	124550	87030
1766	124669	86993
1767	124723	86911
1768	124797	86843
1769	124874	86777
1770	124944	86706
1771	125004	86628
1772	125045	86537
1773	125108	86461
1774	125165	86381
1775	125225	86304
1776	125289	86229
1777	125350	86152
1778	125409	86073
1779	125466	85993
1780	125491	85892
1781	125547	85811
1782	125603	85731
1783	125640	85638
1784	125698	85559
1785	125770	85490
1786	125837	85417
1787	125872	85323
1788	125937	85249
1789	126007	85178
1790	126075	85106
1791	126144	85034
1792	126212	84962
1793	126280	84890
1794	126333	84808
1795	126427	84754
1796	126459	84658
1797	126517	84579
1798	126557	84489
1799	126607	84405
1800	126671	84330
1801	126791	84293
1802	126924	84264
1803	126979	84183
1804	127070	84127
1805	127192	84091
1806	127328	84063
1807	127419	84006
1808	127511	83950
1809	127605	83895
1810	127646	83805
1811	127746	83754
1812	127779	83659
1813	127863	83597
1814	127999	83569
1815	128123	83534
1816	128241	83494
1817	128359	83454
1818	128477	83414
1819	128563	83354
1820	128725	83343
1821	128848	83306
1822	128928	83241
1823	129003	83173
1824	129105	83122
1825	129229	83086
1826	129353	83049
1827	129472	83010
1828	129575	82959
1829	129659	82897
1830	129748	82837
1831	129829	82773
1832	129911	82709
1833	129974	82633
1834	130039	82558
1835	130112	82489
1836	130187	82421
1837	130261	82352
1838	130322	82275
1839	130383	82197
1840	130437	82116
1841	130512	82048
1842	130586	81979
1843	130646	81902
1844	130725	81836
1845	130797	81766
1846	130864	81693
1847	130937	81623
1848	131030	81566
1849	131073	81477
1850	131148	81409
1851	131232	81346
1852	131304	81277
1853	131360	81197
1854	131403	81109
1855	131434	81013
1856	131495	80936
1857	131560	80862
1858	131624	80787
1859	131665	80698
1860	131740	80630
1861	131802	80553
1862	131839	80462
1863	131901	80386
1864	131935	80293
1865	131997	80216
1866	132039	80129
1867	132107	80056
1868	132159	79974
1869	132222	79898
1870	132281	79821
1871	132333	79739
1872	132391	79661
1873	132447	79581
1874	132493	79496
1875	132545	79414
1876	132609	79339
1877	132655	79254
1878	132731	79186
1879	132805	79117
1880	132867	79042
1881	132928	78965
1882	132986	78887
1883	133048	78812
1884	133114	78738
1885	133180	78665
1886	133227	78581
1887	133283	78501
1888	133360	78434
1889	133434	78366
1890	133497	78291
1891	133572	78223
1892	133648	78155
1893	133723	78088
1894	133786	78012
1895	133818	77919
1896	133889	77849
1897	133962	77780
1898	134030	77708
1899	134055	77610
1900	134116	77534
1901	134175	77457
1902	134247	77388
1903	134286	77299
1904	134327	77211
1905	134383	77132
1906	134440	77054
1907	134477	76964
1908	134542	76891
1909	134614	76821
1910	134687	76752
1911	134764	76686
1912	134836	76616
1913	134873	76526
1914	134945	76457
1915	135019	76388
1916	135081	76313
1917	135138	76235
1918	135212	76167
1919	135284	76097
1920	135343	76020
1921	135401	75942
1922	135479	75876
1923	135582	75824
1924	135623	75737
1925	135683	75661
1926	135772	75601
1927	135847	75533
1928	135889	75447
1929	135941	75366
1930	136008	75294
1931	136069	75218
1932	136135	75145
1933	136197	75070
1934	136263	74997
1935	136362	74942
1936	136456	74885
1937	136493	74796
1938	136572	74730
1939	136627	74652
1940	136705	74586
1941	136780	74517
1942	136853	74448
1943	136896	74363
1944	136958	74288
1945	137016	74211
1946	137076	74135
1947	137139	74061
1948	137202	73986
1949	137261	73909
1950	137317	73831
1951	137373	73753
1952	137427	73674
1953	137496	73603
1954	137560	73529
1955	137599	73442
1956	137657	73365
1957	137729	73296
1958	137810	73231
1959	137875	73158
1960	137949	73090
1961	138026	73023
1962	138100	72954
1963	138182	72890
1964	138252	72820
1965	138311	72743
1966	138354	72658
1967	138423	72587
1968	138485	72513
1969	138562	72446
1970	138643	72381
1971	138721	72315
1972	138795	72246
1973	138870	72179
1974	138944	72110
1975	139008	72036
1976	139078	71966
1977	139152	71897
1978	139225	71828
1979	139286	71753
1980	139355	71682
1981	139418	71608
1982	139492	71540
1983	139566	71471
1984	139640	71402
1985	139717	71336
1986	139757	71250
1987	139832	71182
1988	139909	71115
1989	139995	71053
1990	140093	70996
1991	140166	70927
1992	140248	70862
1993	140335	70801
1994	140425	70740
1995	140518	70681
1996	140607	70620
1997	140703	70562
1998	140793	70502
1999	140881	70440
2000	140971	70379
2001	141074	70326
2002	141157	70261
2003	141212	70183
2004	141285	70114
2005	141359	70045
2006	141421	69970
2007	141500	69904
2008	141584	69840
2009	141662	69774
2010	141732	69703
2011	141812	69637
2012	141892	69571
2013	141925	69482
2014	141967	69398
2015	142059	69338
2016	142123	69265
2017	142186	69190
2018	142283	69133
2019	142355	69063
2020	142438	68999
2021	142498	68923
2022	142593	68865
2023	142689	68806
2024	142804	68757
2025	142860	68680
2026	142930	68609
2027	143013	68544
2028	143096	68480
2029	143129	68391
2030	143206	68324
2031	143313	68271
2032	143431	68223
2033	143554	68177
2034	143617	68103
2035	143752	68063
2036	143873	68016
2037	143968	67957
2038	144030	67882
2039	144093	67808
2040	144155	67734
2041	144224	67662
2042	144293	67591
2043	144359	67518
2044	144434	67449
2045	144523	67387
2046	144577	67309
2047	144652	67240
2048	144736	67176
2049	144810	67107
2050	144842	67018
2051	144910	66947
2052	144967	66870
2053	145023	66792
2054	145080	66715
2055	145138	66639
2056	145194	66561
2057	145250	66484
2058	145310	66409
2059	145379	66338
2060	145433	66260
2061	145509	66191
2062	145572	66117
2063	145647	66049
2064	145713	65976
2065	145778	65903
2066	145848	65833
2067	145923	65764
2068	145998	65695
2069	146044	65614
2070	146101	65537
2071	146168	65465
2072	146240	65395
2073	146312	65325
2074	146378	65253
2075	146436	65176
2076	146495	65101
2077	146561	65028
2078	146634	64959
2079	146712	64891
2080	146808	64832
2081	146889	64766
2082	146968	64700
2083	147061	64639
2084	147140	64572
2085	147198	64496
2086	147268	64425
2087	147341	64355
2088	147377	64270
2089	147437	64195
2090	147478	64112
2091	147551	64042
2092	147624	63973
2093	147678	63895
2094	147758	63828
2095	147820	63754
2096	147877	63678
2097	147921	63596
2098	147996	63527
2099	148068	63457
2100	148142	63388
2101	148205	63315
2102	148265	63240
2103	148323	63164
2104	148380	63088
2105	148446	63015
2106	148511	62943
2107	148559	62862
2108	148620	62788
2109	148681	62714
2110	148750	62642
2111	148815	62570
2112	148877	62496
2113	148942	62423
2114	149012	62352
2115	149092	62286
2116	149137	62205
2117	149216	62138
2118	149288	62068
2119	149363	61999
2120	149404	61917
2121	149449	61836
2122	149504	61759
2123	149576	61689
2124	149625	61610
2125	149700	61541
2126	149777	61474
2127	149853	61405
2128	149926	61336
2129	150001	61268
2130	150074	61198
2131	150149	61130
2132	150220	61060
2133	150259	60976
2134	150331	60907
2135	150405	60838
2136	150480	60769
2137	150546	60697
2138	150603	60621
2139	150637	60536
2140	150695	60461
2141	150772	60393
2142	150812	60310
2143	150890	60243
2144	150964	60174
2145	151038	60105
2146	151064	60017
2147	151091	59930
2148	151165	59861
2149	151239	59792
2150	151329	59729
2151	151410	59663
2152	151464	59586
2153	151540	59518
2154	151614	59449
2155	151690	59381
2156	151767	59313
2157	151841	59244
2158	151913	59175
2159	151975	59101
2160	152007	59016
2161	152080	58946
2162	152154	58878
2163	152228	58809
2164	152301	58739
2165	152375	58671
2166	152452	58603
2167	152526	58534
2168	152600	58465
2169	152665	58392
2170	152732	58321
2171	152806	58252
2172	152877	58182
2173	152950	58112
2174	153025	58044
2175	153096	57974
2176	153169	57904
2177	153238	57833
2178	153311	57764
2179	153388	57696
2180	153463	57628
2181	153566	57569
2182	153640	57500
2183	153718	57433
2184	153833	57379
2185	153898	57307
2186	154021	57256
2187	154123	57197
2188	154186	57124
2189	154227	57043
2190	154291	56970
2191	154360	56899
2192	154425	56826
2193	154494	56756
2194	154560	56683
2195	154632	56614
2196	154704	56544
2197	154772	56472
2198	154837	56400
2199	154903	56328
2200	154966	56255
2201	155041	56186
2202	155113	56116
2203	155188	56047
2204	155270	55981
2205	155337	55910
2206	155415	55842
2207	155491	55774
2208	155613	55722
2209	155758	55678
2210	155947	55650
2211	156119	55615
2212	156202	55549
2213	156348	55505
2214	156471	55453
2215	156577	55395
2216	156674	55334
2217	156760	55269
2218	156837	55200
2219	156914	55132
2220	156974	55057
2221	157031	54982
2222	157073	54901
2223	157135	54827
2224	157194	54752
2225	157254	54678
2226	157320	54606
2227	157379	54531
2228	157438	54457
2229	157465	54371
2230	157525	54297
2231	157584	54222
2232	157642	54147
2233	157713	54077
2234	157764	54000
2235	157842	53931
2236	157917	53862
2237	157974	53787
2238	158032	53712
2239	158107	53643
2240	158188	53576
2241	158287	53515
2242	158371	53449
2243	158449	53381
2244	158496	53302
2245	158573	53234
2246	158632	53159
2247	158727	53097
2248	158786	53022
2249	158844	52948
2250	158898	52872
2251	158953	52796
2252	159011	52721
2253	159069	52646
2254	159126	52571
2255	159163	52490
2256	159202	52409
2257	159267	52336
2258	159334	52265
2259	159392	52190
2260	159450	52115
2261	159525	52046
2262	159599	51977
2263	159674	51908
2264	159748	51838
2265	159812	51766
2266	159871	51691
2267	159923	51615
2268	159998	51546
2269	160057	51472
2270	160124	51400
2271	160203	51332
2272	160280	51264
2273	160316	51182
2274	160394	51114
2275	160427	51032
2276	160512	50966
2277	160604	50902
2278	160685	50835
2279	160768	50769
2280	160872	50709
2281	160996	50655
2282	161070	50585
2283	161147	50517
2284	161222	50448
2285	161284	50374
2286	161356	50304
2287	161432	50236
2288	161508	50167
2289	161582	50097
2290	161656	50028
2291	161718	49954
2292	161780	49881
2293	161856	49812
2294	161931	49743
2295	161993	49670
2296	162069	49601
2297	162147	49533
2298	162223	49464
2299	162301	49396
2300	162377	49327
2301	162404	49243
2302	162469	49171
2303	162525	49096
2304	162583	49022
2305	162643	48948
2306	162720	48879
2307	162829	48820
2308	162915	48754
2309	162993	48686
2310	163063	48615
2311	163136	48545
2312	163218	48478
2313	163295	48409
2314	163358	48337
2315	163436	48268
2316	163500	48196
2317	163575	48127
2318	163642	48055
2319	163699	47980
2320	163764	47908
2321	163827	47835
2322	163893	47764
2323	163955	47691
2324	164029	47621
2325	164104	47552
2326	164158	47476
2327	164224	47405
2328	164285	47331
2329	164348	47258
2330	164422	47189
2331	164484	47116
2332	164545	47043
2333	164588	46964
2334	164664	46895
2335	164745	46828
2336	164820	46759
2337	164900	46691
2338	164939	46611
2339	165022	46544
2340	165114	46480
2341	165191	46411
2342	165270	46343
2343	165380	46283
2344	165509	46229
2345	165643	46176
2346	165789	46127
2347	165922	46074
2348	166058	46021
2349	166193	45968
2350	166270	45899
2351	166365	45835
2352	166423	45761
2353	166482	45687
2354	166557	45617
2355	166621	45545
2356	166696	45475
2357	166774	45406
2358	166860	45340
2359	166952	45275
2360	167040	45209
2361	167124	45141
2362	167213	45076
2363	167312	45013
2364	167417	44951
2365	167499	44883
2366	167587	44817
2367	167666	44748
2368	167768	44686
2369	167810	44607
2370	167898	44541
2371	167949	44465
2372	168031	44397
2373	168119	44331
2374	168221	44268
2375	168316	44204
2376	168417	44141
2377	168513	44077
2378	168607	44012
2379	168718	43951
2380	168807	43885
2381	168896	43819
2382	168982	43752
2383	169066	43685
2384	169136	43613
2385	169228	43548
2386	169315	43481
2387	169403	43415
2388	169490	43348
2389	169582	43282
2390	169685	43219
2391	169763	43150
2392	169845	43082
2393	169969	43024
2394	170097	42968
2395	170185	42901
2396	170281	42836
2397	170358	42767
2398	170434	42697
2399	170511	42627
2400	170590	42558
2401	170673	42490
2402	170755	42422
2403	170838	42354
2404	170916	42285
2405	170996	42216
2406	171092	42151
2407	171237	42098
2408	171374	42043
2409	171508	41987
2410	171688	41942
2411	171814	41885
2412	171930	41824
2413	172033	41761
2414	172126	41695
2415	172214	41628
2416	172306	41561
2417	172394	41494
2418	172489	41428
2419	172590	41364
2420	172689	41299
2421	172799	41237
2422	172897	41172
2423	172980	41104
2424	173078	41039
2425	173216	40983
2426	173313	40918
2427	173377	40845
2428	173454	40775
2429	173534	40705
2430	173619	40637
2431	173688	40565
2432	173785	40499
2433	173887	40435
2434	173980	40369
2435	174060	40299
2436	174154	40233
2437	174269	40171
2438	174406	40115
2439	174497	40048
2440	174581	39980
2441	174662	39910
2442	174748	39842
2443	174836	39774
2444	174945	39711
2445	175040	39645
2446	175129	39577
2447	175216	39509
2448	175280	39436
2449	175365	39367
2450	175413	39290
2451	175490	39220
2452	175567	39150
2453	175662	39083
2454	175776	39021
2455	175858	38952
2456	175945	38884
2457	176023	38813
2458	176101	38743
2459	176180	38673
2460	176259	38603
2461	176339	38534
2462	176438	38468
2463	176572	38410
2464	176685	38347
2465	176807	38286
2466	176909	38221
2467	176962	38145
2468	177048	38077
2469	177132	38008
2470	177215	37938
2471	177304	37870
2472	177392	37802
2473	177471	37732
2474	177550	37662
2475	177665	37599
2476	177805	37542
2477	177955	37487
2478	178089	37428
2479	178174	37359
2480	178274	37293
2481	178368	37225
2482	178461	37158
2483	178561	37092
2484	178675	37029
2485	178791	36966
2486	178986	36920
2487	179136	36864
2488	179270	36804
2489	179357	36735
2490	179433	36664
2491	179467	36584
2492	179500	36504
2493	179552	36428
2494	179627	36357
2495	179717	36289
2496	179762	36211
2497	179836	36140
2498	179896	36065
2499	179974	35994
2500	180049	35923
2501	180128	35852
2502	180211	35783
2503	180310	35716
2504	180392	35646
2505	180471	35575
2506	180557	35506
2507	180640	35436
2508	180723	35366
2509	180809	35297
2510	180894	35227
2511	180966	35155
2512	181050	35086
2513	181132	35016
2514	181241	34951
2515	181349	34886
2516	181431	34815
2517	181503	34743
2518	181589	34674
2519	181642	34598
2520	181726	34528
2521	181812	34459
2522	181903	34390
2523	181997	34322
2524	182095	34255
2525	182224	34194
2526	182308	34124
2527	182440	34063
2528	182534	33995
2529	182664	33933
2530	183146	33937
2531	183238	33868
2532	183395	33812
2533	183609	33765
2534	183788	33712
2535	183959	33658
2536	184145	33606
2537	184353	33558
2538	184466	33493
2539	184590	33429
2540	184715	33366
2541	184828	33301
2542	184957	33238
2543	185057	33170
2544	185088	33090
2545	185160	33017
2546	185234	32945
2547	185319	32874
2548	185419	32806
2549	185517	32738
2550	185613	32669
2551	185710	32601
2552	185821	32535
2553	185920	32466
2554	186028	32400
2555	186124	32331
2556	186208	32260
2557	186301	32191
2558	186392	32121
2559	186507	32055
2560	186604	31987
2561	186696	31917
2562	186801	31850
2563	186915	31784
2564	187015	31716
2565	187103	31645
2566	187225	31581
2567	187288	31506
2568	187426	31444
2569	187562	31382
2570	187700	31319
2571	187833	31256
2572	187968	31194
2573	188111	31132
2574	188257	31071
2575	188408	31011
2576	188545	30948
2577	188665	30883
2578	188858	30829
2579	189012	30769
2580	189145	30705
2581	189263	30639
2582	189347	30568
2583	189432	30496
2584	189506	30423
2585	189588	30351
2586	189679	30281
2587	189767	30210
2588	189804	30131
2589	189887	30059
2590	189974	29988
2591	190068	29918
2592	190166	29848
2593	190263	29779
2594	190358	29709
2595	190461	29640
2596	190557	29570
2597	190652	29500
2598	190748	29430
2599	190846	29360
2600	190942	29291
2601	191043	29221
2602	191158	29154
2603	191282	29089
2604	191379	29019
2605	191475	28949
2606	191569	28878
2607	191658	28807
2608	191732	28734
2609	191820	28662
2610	191884	28587
2611	191962	28515
2612	192033	28441
2613	192120	28369
2614	192208	28298
2615	192293	28226
2616	192380	28155
2617	192464	28083
2618	192550	28011
2619	192634	27939
2620	192717	27867
2621	192799	27794
2622	192882	27722
2623	192969	27651
2624	193061	27580
2625	193145	27508
2626	193229	27436
2627	193314	27364
2628	193405	27293
2629	193515	27224
2630	193578	27149
2631	193661	27077
2632	193744	27004
2633	193829	26933
2634	193912	26860
2635	193998	26788
2636	194070	26715
2637	194155	26643
2638	194243	26571
2639	194331	26499
2640	194427	26429
2641	194509	26356
2642	194593	26284
2643	194681	26212
2644	194767	26140
2645	194854	26068
2646	194945	25997
2647	195032	25925
2648	195134	25855
2649	195213	25782
2650	195296	25710
2651	195410	25642
2652	195547	25576
2653	195682	25511
2654	195863	25451
2655	195985	25383
2656	196081	25312
2657	196201	25244
2658	196326	25177
2659	196465	25112
2660	196574	25042
2661	196663	24970
2662	196756	24899
2663	196845	24827
2664	196939	24756
2665	197038	24685
2666	197103	24610
2667	197195	24538
2668	197287	24466
2669	197382	24395
2670	197527	24330
2671	197637	24260
2672	197739	24190
2673	197860	24122
2674	198031	24059
2675	198168	23993
2676	198279	23923
2677	198391	23854
2678	198488	23783
2679	198586	23711
2680	198702	23642
2681	198856	23578
2682	198988	23510
2683	199104	23441
2684	199218	23372
2685	199316	23300
2686	199415	23229
2687	199453	23150
2688	199536	23077
2689	199619	23004
2690	199715	22932
2691	199798	22859
2692	199884	22786
2693	199967	22713
2694	200058	22641
2695	200145	22568
2696	200228	22495
2697	200314	22422
2698	200355	22344
2699	200462	22273
2700	200554	22201
2701	200639	22128
2702	200725	22055
2703	200813	21982
2704	200899	21909
2705	200983	21836
2706	201069	21763
2707	201153	21690
2708	201236	21616
2709	201321	21543
2710	201384	21468
2711	201465	21394
2712	201550	21321
2713	201632	21247
2714	201714	21174
2715	201800	21101
2716	201883	21027
2717	201966	20954
2718	202051	20881
2719	202139	20808
2720	202225	20735
2721	202311	20662
2722	202394	20588
2723	202477	20515
2724	202564	20442
2725	202657	20369
2726	202756	20298
2727	202844	20225
2728	202900	20148
2729	202982	20075
2730	203077	20002
2731	203162	19929
2732	203246	19856
2733	203331	19782
2734	203420	19709
2735	203500	19636
2736	203583	19562
2737	203669	19489
2738	203750	19415
2739	203836	19342
2740	203921	19268
2741	204005	19195
2742	204095	19122
2743	204180	19048
2744	204265	18975
2745	204352	18902
2746	204434	18828
2747	204519	18755
2748	204605	18681
2749	204690	18608
2750	204772	18534
2751	204856	18460
2752	204951	18388
2753	205066	18317
2754	205152	18244
2755	205237	18170
2756	205324	18097
2757	205407	18023
2758	205493	17949
2759	205574	17876
2760	205658	17802
2761	205740	17728
2762	205825	17654
2763	205912	17581
2764	205995	17507
2765	206048	17431
2766	206132	17357
2767	206215	17283
2768	206305	17210
2769	206388	17136
2770	206472	17063
2771	206554	16989
2772	206606	16912
2773	206688	16839
2774	206776	16765
2775	206858	16691
2776	206942	16618
2777	207027	16544
2778	207119	16471
2779	207208	16397
2780	207312	16325
2781	207399	16252
2782	207483	16178
2783	207567	16104
2784	207649	16030
2785	207736	15956
2786	207784	15880
2787	207867	15806
2788	207904	15728
2789	207989	15655
2790	208075	15581
2791	208158	15507
2792	208243	15433
2793	208326	15359
2794	208406	15285
2795	208505	15212
2796	208607	15140
2797	208714	15068
2798	208785	14993
2799	208893	14920
2800	208998	14848
2801	209119	14777
2802	209229	14705
2803	209338	14632
2804	209444	14560
2805	209554	14488
2806	209658	14415
2807	209803	14345
2808	209921	14273
2809	209994	14198
2810	210089	14125
2811	210219	14054
2812	210410	13987
2813	210572	13918
2814	210659	13844
2815	210798	13773
2816	210941	13703
2817	211026	13629
2818	211121	13555
2819	211225	13482
2820	211322	13408
2821	211404	13334
2822	211487	13260
2823	211540	13183
2824	211623	13109
2825	211708	13035
2826	211765	12959
2827	211867	12885
2828	211955	12811
2829	212041	12737
2830	212129	12663
2831	212214	12588
2832	212297	12514
2833	212381	12440
2834	212463	12365
2835	212525	12289
2836	212607	12215
2837	212692	12141
2838	212779	12066
2839	212862	11992
2840	212949	11917
2841	213042	11844
2842	213129	11769
2843	213221	11695
2844	213310	11621
2845	213393	11546
2846	213475	11472
2847	213557	11397
2848	213637	11323
2849	213684	11246
2850	213770	11172
2851	213854	11097
2852	213936	11023
2853	214024	10948
2854	214144	10875
2855	214231	10801
2856	214316	10727
2857	214397	10652
2858	214449	10576
2859	214534	10501
2860	214624	10427
2861	214713	10353
2862	214795	10278
2863	214876	10203
2864	214964	10129
2865	215046	10054
2866	215132	9979
2867	215217	9905
2868	215305	9830
2869	215390	9756
2870	215471	9681
2871	215553	9606
2872	215637	9532
2873	215722	9457
2874	215806	9382
2875	215890	9308
2876	215973	9233
2877	216010	9156
2878	216070	9081
2879	216157	9006
2880	216241	8931
2881	216346	8858
2882	216450	8784
2883	216531	8709
2884	216618	8634
2885	216705	8560
2886	216785	8485
2887	216867	8410
2888	216915	8334
2889	217005	8259
2890	217086	8184
2891	217151	8109
2892	217188	8032
2893	217278	7958
2894	217361	7883
2895	217452	7809
2896	217534	7734
2897	217570	7657
2898	217653	7582
2899	217733	7508
2900	217786	7432
2901	217870	7357
2902	217955	7282
2903	218036	7207
2904	218122	7133
2905	218207	7058
2906	218293	6983
2907	218376	6908
2908	218459	6833
2909	218547	6759
2910	218681	6685
2911	218766	6611
2912	218851	6536
2913	218898	6460
2914	218984	6385
2915	219040	6309
2916	219128	6235
2917	219174	6159
2918	219258	6084
2919	219342	6009
2920	219426	5934
2921	219510	5859
2922	219599	5784
2923	219691	5710
2924	219783	5635
2925	219879	5560
2926	219975	5486
2927	220071	5411
2928	220140	5336
2929	220226	5261
2930	220310	5186
2931	220394	5111
2932	220475	5036
2933	220547	4961
2934	220630	4886
2935	220714	4811
2936	220796	4736
2937	220903	4661
2938	220991	4586
2939	221078	4511
2940	221163	4436
2941	221247	4361
2942	221285	4285
2943	221369	4210
2944	221456	4135
2945	221539	4060
2946	221624	3985
2947	221710	3910
2948	221791	3835
2949	221876	3760
2950	221958	3685
2951	222046	3610
2952	222131	3535
2953	222216	3460
2954	222262	3384
2955	222346	3309
2956	222428	3234
2957	222511	3159
2958	222593	3084
2959	222680	3009
2960	222760	2934
2961	222842	2858
2962	222923	2783
2963	223006	2708
2964	223092	2633
2965	223199	2558
2966	223293	2483
2967	223379	2408
2968	223460	2333
2969	223543	2258
2970	223626	2182
2971	223711	2107
2972	223793	2032
2973	223875	1957
2974	223923	1881
2975	224005	1806
2976	224090	1731
2977	224182	1656
2978	224274	1580
2979	224336	1505
2980	224373	1430
2981	224456	1354
2982	224539	1279
2983	224621	1204
2984	224704	1129
2985	224790	1053
2986	224834	978
2987	224916	903
2988	224999	828
2989	225083	752
2990	225171	677
2991	225259	602
2992	225311	526
2993	225405	451
2994	225526	376
2995	225600	301
2996	225661	225
2997	225705	150
2998	225792	75
2999	225874	0
