iter	RMSE
484	0.0383084341
485	0.03820998058
486	0.03817165352
487	0.03812555713
488	0.0380391202
489	0.03798488836
490	0.0378812591
491	0.03777689821
492	0.03763850007
493	0.03758540864
494	0.03754366369
495	0.03744292722
496	0.03741189961
497	0.0373117068
498	0.03717790482
499	0.03712137595
500	0.03701650108
501	0.03696110781
502	0.03689949535
503	0.03688151419
504	0.03681946339
505	0.03674509616
506	0.03666944483
507	0.03662224913
508	0.03655448915
509	0.03648026038
510	0.03633206964
511	0.03618624523
512	0.03607196895
513	0.03598792326
514	0.03594392905
515	0.03583618586
516	0.03570886286
517	0.03560245396
518	0.03552452664
519	0.03539424645
520	0.03533605062
521	0.03524217317
522	0.03512495756
523	0.03502521211
524	0.03499209578
525	0.03489227213
526	0.03484695076
527	0.03471046904
528	0.03463592816
529	0.03453763752
530	0.0344816028
531	0.03443998889
532	0.03441768636
533	0.03432329613
534	0.03420256555
535	0.03407016426
536	0.03405784607
537	0.03391371924
538	0.03387016424
539	0.03377213196
540	0.03370201202
541	0.03364235446
542	0.03358189193
543	0.03349096805
544	0.03339957757
545	0.03335854817
546	0.03331369436
547	0.033247186
548	0.03320571353
549	0.03311603463
550	0.03305713298
551	0.03300731534
552	0.0329274141
553	0.03285108147
554	0.03276803474
555	0.03272307314
556	0.03260298562
557	0.03257814532
558	0.03246410981
559	0.03234081949
560	0.03224709
561	0.03221818989
562	0.03220163943
563	0.03212898695
564	0.03210865226
565	0.03208395358
566	0.03198718896
567	0.03191166132
568	0.0317817093
569	0.03172654394
570	0.0316846212
571	0.03163361641
572	0.031586488
573	0.03153959155
574	0.03145146167
575	0.03140682838
576	0.03136746823
577	0.03129601648
578	0.03123499605
579	0.03116315591
580	0.03108475924
581	0.03103374301
582	0.030954484
583	0.03092726365
584	0.03087182243
585	0.03086115449
586	0.03076866794
587	0.0307034306
588	0.03064991326
589	0.03061737928
590	0.03055125175
591	0.03051132256
592	0.03045307266
593	0.03036488266
594	0.03032423448
595	0.03029793618
596	0.03023329451
597	0.03016150884
598	0.03003035029
599	0.03001293776
600	0.02995599677
601	0.02989809329
602	0.02984671409
603	0.02983286445
604	0.02977296595
605	0.02973549132
606	0.02968605077
607	0.02966469248
608	0.02960879385
609	0.02954767697
610	0.0295155346
611	0.02946941796
612	0.02944416187
613	0.02940164237
614	0.02935760762
615	0.0293307131
616	0.02926423632
617	0.02921331355
618	0.02918499118
619	0.02917484464
620	0.0290828698
621	0.0290137336
622	0.02899571974
623	0.02894915942
624	0.02888265554
625	0.02886530912
626	0.02881196512
627	0.02879337043
628	0.0287365734
629	0.02867019105
630	0.02864847446
631	0.02863926336
632	0.02861415068
633	0.02857997315
634	0.02853979787
635	0.02845728479
636	0.02843242469
637	0.02841087599
638	0.02835847049
639	0.02831748635
640	0.02829472921
641	0.02828067768
642	0.02824067495
643	0.0282305711
644	0.02818811841
645	0.02813902824
646	0.02806318303
647	0.02802531139
648	0.02796659046
649	0.02794230275
650	0.02790235224
651	0.02782230656
652	0.02780142072
653	0.02776648664
654	0.02773100732
655	0.02771128099
656	0.02765266841
657	0.02758910638
658	0.02752195998
659	0.0275012496
660	0.02747450209
661	0.0274695087
662	0.02739517091
663	0.02738393879
664	0.0273347153
665	0.0273016246
666	0.02725865575
667	0.02722779139
668	0.02718314928
669	0.02716441152
670	0.0271321526
671	0.02710678044
672	0.02707507368
673	0.02699216253
674	0.02694832699
675	0.02689699356
676	0.02684863655
677	0.02680715012
678	0.02677128273
679	0.02676078958
680	0.0267087095
681	0.0266974675
682	0.02668116764
683	0.02667427392
684	0.02664101463
685	0.02661834897
686	0.02657016799
687	0.02654253564
688	0.02650174087
689	0.02647157814
690	0.02639534045
691	0.02635802778
692	0.02626214919
693	0.02622687463
694	0.02618408071
695	0.02611327765
696	0.02606518968
697	0.02602963376
698	0.02599548582
699	0.02594802096
700	0.0259328459
701	0.0259052878
702	0.02588087443
703	0.02582724014
704	0.02580690938
705	0.02575573662
706	0.02567173668
707	0.0256362976
708	0.02560751573
709	0.02558263824
710	0.02554927526
711	0.02551322705
712	0.02549694928
713	0.02547168505
714	0.02542726013
715	0.02541643383
716	0.02536878623
717	0.02533030682
718	0.02528854144
719	0.02525216875
720	0.02522763715
721	0.02519944465
722	0.02515973041
723	0.02504638259
724	0.02497863328
725	0.02494115325
726	0.02490861907
727	0.02487059874
728	0.02484683348
729	0.0248074035
730	0.02476399194
731	0.02470946537
732	0.02465827453
733	0.02463239952
734	0.02456362661
735	0.02455313565
736	0.02452641638
737	0.02450369621
738	0.02449472578
739	0.02446850128
740	0.02443423378
741	0.02440542429
742	0.02438357397
743	0.02432559939
744	0.02429167408
745	0.0242327765
746	0.0242036884
747	0.0241866267
748	0.02417490832
749	0.0241135888
750	0.02409521982
751	0.02408440395
752	0.02405874375
753	0.02402956818
754	0.02399795343
755	0.0239820702
756	0.02395743024
757	0.023950061
758	0.02392350858
759	0.02391078797
760	0.0238729649
761	0.02386082267
762	0.02383502762
763	0.02382100213
764	0.02381188667
765	0.02380169332
766	0.02378308658
767	0.02374778839
768	0.02371566816
769	0.02370446257
770	0.0236665512
771	0.02362851942
772	0.02360526574
773	0.02359151508
774	0.02356670105
775	0.02354757143
776	0.02353709448
777	0.02351258309
778	0.02347911161
779	0.02345714467
780	0.02341432398
781	0.02340786195
782	0.02338299889
783	0.02335029757
784	0.02332137447
785	0.02330200038
786	0.02328302226
787	0.02328136681
788	0.02327737098
789	0.02325214077
790	0.02324329839
791	0.02323503259
792	0.02321254164
793	0.02308095785
794	0.02303744113
795	0.02300206127
796	0.02297851683
797	0.02293850219
798	0.02293338792
799	0.02289759395
800	0.02287302938
801	0.0228621581
802	0.02285118354
803	0.02282446648
804	0.02281156679
805	0.02279642644
806	0.02274095674
807	0.02272034719
808	0.02270645995
809	0.02268349393
810	0.02265934795
811	0.02263667956
812	0.02260597677
813	0.02259101747
814	0.02257806094
815	0.02256000075
816	0.02255162662
817	0.02253081089
818	0.02251372678
819	0.02250308749
820	0.0224894819
821	0.02247490326
822	0.02245752219
823	0.02243451455
824	0.02240100698
825	0.02237182789
826	0.02236423031
827	0.02234977124
828	0.02233592437
829	0.02233268545
830	0.0223125889
831	0.0222963981
832	0.02227758906
833	0.02226586755
834	0.02214831308
835	0.02211503435
836	0.02209604527
837	0.02206067878
838	0.02205765919
839	0.02204396391
840	0.02203646075
841	0.02200817259
842	0.02198775951
843	0.02197285327
844	0.02195317118
845	0.02194012217
846	0.02191306672
847	0.02190046123
848	0.02188015858
849	0.02186139568
850	0.02184966706
851	0.02183390172
852	0.02181515806
853	0.02178725552
854	0.02177506531
855	0.02176193223
856	0.02174546228
857	0.0217348074
858	0.02172960395
859	0.02171775125
860	0.02170644043
861	0.02168860943
862	0.02167831053
863	0.02166733996
864	0.02166268682
865	0.02164242917
866	0.02162235195
867	0.02160922439
868	0.02157955713
869	0.02155501902
870	0.02153780915
871	0.02152801868
872	0.02151896252
873	0.02148782364
874	0.02146462653
875	0.0214530104
876	0.02144651612
877	0.02142868051
878	0.02140942847
879	0.02128554368
880	0.02126599945
881	0.02125056199
882	0.02122661252
883	0.02122210964
884	0.02121063543
885	0.02118154185
886	0.02116251296
887	0.02115681402
888	0.0211465886
889	0.02111622623
890	0.02109486833
891	0.021068604
892	0.02106556895
893	0.02106046733
894	0.02105814825
895	0.02104508791
896	0.02103986372
897	0.02103613016
898	0.02094104022
899	0.02093609036
900	0.02092386493
901	0.02091906733
902	0.0208072159
903	0.02078944965
904	0.02077500761
905	0.02076701205
906	0.02075141308
907	0.0207346686
908	0.0207302297
909	0.0207251923
910	0.02072300258
911	0.02070361139
912	0.02069879722
913	0.0206951315
914	0.02067583818
915	0.02065484579
916	0.02064219632
917	0.02062440054
918	0.02061211484
919	0.02060421963
920	0.02058797319
921	0.02058361432
922	0.02056333876
923	0.02054939063
924	0.02054654554
925	0.0204626588
926	0.02044879373
927	0.02043568737
928	0.02040916308
929	0.02040189479
930	0.02038762728
931	0.02036941322
932	0.02036577193
933	0.02035638115
934	0.02034569253
935	0.020336514
936	0.02032093044
937	0.02031077045
938	0.02029900273
939	0.02029246569
940	0.02028224783
941	0.02025878771
942	0.02025642253
943	0.02024969841
944	0.02024279919
945	0.02023797325
946	0.02022333512
947	0.02020555974
948	0.02019640341
949	0.02019384415
950	0.02017386636
951	0.02015685034
952	0.02014537562
953	0.02011614439
954	0.02011571582
955	0.02009867872
956	0.02008319468
957	0.02006532416
958	0.02004852547
959	0.02002590865
960	0.02001359562
961	0.02000448741
962	0.02000036025
963	0.01999289568
964	0.01998784151
965	0.01997039216
966	0.01995358439
967	0.01993943801
968	0.01992588061
969	0.01992468065
970	0.01991495079
971	0.01990589864
972	0.01988779891
973	0.01988339141
974	0.0198754476
975	0.01987004936
976	0.01985397693
977	0.01984084501
978	0.01981769651
979	0.01981165556
980	0.01979648142
981	0.01978694734
982	0.0197841208
983	0.01977373248
984	0.01975338927
985	0.01973396614
986	0.0197177873
987	0.01970992097
988	0.01969402982
989	0.01969251285
990	0.01968730092
991	0.01968482167
992	0.01967261379
993	0.01966684558
994	0.0196491179
995	0.01963913351
996	0.01962749354
997	0.0196164248
998	0.01961435395
999	0.01960542652
1000	0.01960386794
1001	0.01959469201
1002	0.01958474471
1003	0.01957825805
1004	0.01957259233
1005	0.0195694927
1006	0.01954797746
1007	0.01953027566
1008	0.01951823499
1009	0.01951639662
1010	0.01950930679
1011	0.01950224808
1012	0.01949423127
1013	0.01949165123
1014	0.01948499713
1015	0.01947936345
1016	0.01947179027
1017	0.01945563002
1018	0.01944778265
1019	0.01944585783
1020	0.0194436807
1021	0.01943173578
1022	0.01941941059
1023	0.01940801295
1024	0.01939656805
1025	0.01938289496
1026	0.01938084421
1027	0.0193660103
1028	0.01934809719
1029	0.01933615688
1030	0.01932534417
1031	0.01932295503
1032	0.01931379834
1033	0.01930212274
1034	0.01929865274
1035	0.01929757823
1036	0.01929260858
1037	0.01928728276
1038	0.0192762078
1039	0.01926602882
1040	0.01926399426
1041	0.01925467014
1042	0.01925371749
1043	0.01924973406
1044	0.01923949814
1045	0.01923502533
1046	0.01923138527
1047	0.01920746473
1048	0.01920082653
1049	0.01919702758
1050	0.019191458
1051	0.01918807667
1052	0.01918289746
1053	0.01917042611
1054	0.01916349
1055	0.01915937401
1056	0.01915400942
1057	0.01913793557
1058	0.01901496397
1059	0.01900515354
1060	0.01900413108
1061	0.01900112315
1062	0.01898690136
1063	0.01898169463
1064	0.01897626096
1065	0.0189687148
1066	0.01896367014
1067	0.01894926968
1068	0.01893734176
1069	0.0189323502
1070	0.01892190412
1071	0.01891640365
1072	0.01890692068
1073	0.0188999184
1074	0.01889925182
1075	0.01889706797
1076	0.01888005319
1077	0.01886672979
1078	0.01886249512
1079	0.01885803009
1080	0.0188541732
1081	0.0188367027
1082	0.01882167622
1083	0.01881274679
1084	0.01881054376
1085	0.01880585677
1086	0.01879173124
1087	0.01879028199
1088	0.01877883528
1089	0.01876587368
1090	0.01875580274
1091	0.01874945488
1092	0.01873828215
1093	0.01872924866
1094	0.01872505086
1095	0.01870963689
1096	0.01870062668
1097	0.01869385212
1098	0.01869136916
1099	0.01868554807
1100	0.01868489401
1101	0.01867784872
1102	0.01867295685
1103	0.01866689822
1104	0.01864844868
1105	0.01864437089
1106	0.01863765399
1107	0.01863344557
1108	0.01862924006
1109	0.01861680899
1110	0.01861044661
1111	0.01860506494
1112	0.01860000875
1113	0.01859501784
1114	0.01859031111
1115	0.01857793701
1116	0.01857184022
1117	0.01856768693
1118	0.01856690049
1119	0.01855865195
1120	0.01855247552
1121	0.0185478225
1122	0.01854611925
1123	0.01853429755
1124	0.01852882438
1125	0.01852352963
1126	0.01851809895
1127	0.01851379133
1128	0.01851257989
1129	0.01850128949
1130	0.01849120904
1131	0.01847431924
1132	0.01846578286
1133	0.01846366915
1134	0.01845935189
1135	0.01844835999
1136	0.01844405315
1137	0.01843996614
1138	0.01842894831
1139	0.01842207384
1140	0.01841079183
1141	0.01840750233
1142	0.01840705362
1143	0.01840500589
1144	0.01840438738
1145	0.01839727978
1146	0.01838572037
1147	0.01838229094
1148	0.01838124351
1149	0.01837739385
1150	0.01836618567
1151	0.01835836597
1152	0.01834604052
1153	0.01834340001
1154	0.01833855321
1155	0.01823684907
1156	0.01823133557
1157	0.01821975411
1158	0.01821267348
1159	0.01820994568
1160	0.01820145826
1161	0.01820089937
1162	0.01819512659
1163	0.01819040685
1164	0.01818314323
1165	0.01817800598
1166	0.01816987848
1167	0.01816566926
1168	0.01816307846
1169	0.01815692397
1170	0.01815556337
1171	0.01815472543
1172	0.0181474025
1173	0.01813606568
1174	0.01813119933
1175	0.01813053467
1176	0.0181259866
1177	0.01812121893
1178	0.0181180682
1179	0.0181109053
1180	0.01810968949
1181	0.01810219952
1182	0.0181008168
1183	0.0180943086
1184	0.01808559959
1185	0.01807970789
1186	0.01806881906
1187	0.01806675676
1188	0.01806341828
1189	0.01805807214
1190	0.01805316484
1191	0.0180446987
1192	0.01804185895
1193	0.01803755055
1194	0.0180343862
1195	0.01803311871
1196	0.01803215442
1197	0.01802328347
1198	0.01801792981
1199	0.0180121203
1200	0.01800780403
1201	0.01800256099
1202	0.01800073454
1203	0.01799635427
1204	0.01799183237
1205	0.01798751181
1206	0.01798616233
1207	0.01797505693
1208	0.01796558699
1209	0.01796176062
1210	0.01795873007
1211	0.01795707605
1212	0.01795450204
1213	0.01795130549
1214	0.01794738251
1215	0.01794136794
1216	0.0179392182
1217	0.01793434315
1218	0.0179223335
1219	0.01791389619
1220	0.0179126091
1221	0.01791049451
1222	0.01790484272
1223	0.01789901006
1224	0.01789527069
1225	0.01789323968
1226	0.01789057655
1227	0.01787916892
1228	0.01787444113
1229	0.01787207035
1230	0.0178716643
1231	0.01787093435
1232	0.01787011529
1233	0.01786347478
1234	0.01785856909
1235	0.01785235718
1236	0.01784776235
1237	0.0178435482
1238	0.01784222914
1239	0.01784185317
1240	0.01783967913
1241	0.01783515907
1242	0.01783328307
1243	0.01783275248
1244	0.01783042922
1245	0.01782736907
1246	0.01781646285
1247	0.0178128322
1248	0.01781170473
1249	0.01780704104
1250	0.01780366921
1251	0.01779750933
1252	0.01779263211
1253	0.017784501
1254	0.01778407112
1255	0.01778091862
1256	0.01777886208
1257	0.017776328
1258	0.01777187545
1259	0.01776746557
1260	0.01776601687
1261	0.01776238712
1262	0.0177594177
1263	0.01775880155
1264	0.01775466686
1265	0.01774503999
1266	0.01773639835
1267	0.01772533312
1268	0.01772359664
1269	0.01771704372
1270	0.01771345762
1271	0.0177106645
1272	0.01770683504
1273	0.01770465659
1274	0.01770317416
1275	0.01769845754
1276	0.01769299105
1277	0.01768993794
1278	0.01768946552
1279	0.01768715596
1280	0.01768410344
1281	0.01768122762
1282	0.01767417227
1283	0.01767348745
1284	0.01767153342
1285	0.01766797734
1286	0.01766576921
1287	0.01766231785
1288	0.01766095927
1289	0.01765308103
1290	0.0176512024
1291	0.01764729863
1292	0.01764538088
1293	0.01764344581
1294	0.01764036572
1295	0.01762921142
1296	0.01761867417
1297	0.01761788077
1298	0.01761714795
1299	0.01761322634
1300	0.01761185953
1301	0.01761119461
1302	0.01760804593
1303	0.01760750902
1304	0.01760621902
1305	0.01759773775
1306	0.01759422402
1307	0.01759248454
1308	0.01758752828
1309	0.01757913936
1310	0.017575312
1311	0.01757288321
1312	0.01756971334
1313	0.01755936627
1314	0.01755768033
1315	0.01755008105
1316	0.01754904192
1317	0.01754735794
1318	0.01742867885
1319	0.01742440139
1320	0.01742115946
1321	0.01741767705
1322	0.01741534436
1323	0.01740703407
1324	0.01740490512
1325	0.01740232987
1326	0.01740013528
1327	0.01739721196
1328	0.01739639857
1329	0.0173958388
1330	0.01739362095
1331	0.01739080364
1332	0.017388822
1333	0.01738615543
1334	0.01738404398
1335	0.01737362621
1336	0.01737243641
1337	0.01737115848
1338	0.01737086938
1339	0.01736755991
1340	0.0173673538
1341	0.01731847446
1342	0.0173183197
1343	0.01731547452
1344	0.0173060406
1345	0.01729752817
1346	0.01728898282
1347	0.01728735988
1348	0.01728618686
1349	0.01728078293
1350	0.01727885881
1351	0.01727844581
1352	0.01727795707
1353	0.01727008237
1354	0.01726949073
1355	0.0172692974
1356	0.01726615041
1357	0.01726470793
1358	0.01726112673
1359	0.01725707687
1360	0.01724960917
1361	0.01724788211
1362	0.0172476898
1363	0.01724719477
1364	0.0172439529
1365	0.01724118545
1366	0.01723913597
1367	0.01723769994
1368	0.01723686147
1369	0.01723664187
1370	0.01723000911
1371	0.01722176968
1372	0.01721996685
1373	0.01721941703
1374	0.01721672172
1375	0.01709884163
1376	0.01709651202
1377	0.01709499836
1378	0.01709450695
1379	0.01709076149
1380	0.01708170746
1381	0.01707579676
1382	0.01707247149
1383	0.0170721481
1384	0.01707205619
1385	0.01707121941
1386	0.01707056409
1387	0.01695331592
1388	0.01695004555
1389	0.01694710138
1390	0.01693932585
1391	0.01693193017
1392	0.01693139088
1393	0.01692944378
1394	0.01692919458
1395	0.01692796969
1396	0.01692338762
1397	0.01692312173
1398	0.01691793598
1399	0.01691658261
1400	0.01691460684
1401	0.01691402798
1402	0.01691371872
1403	0.0169128074
1404	0.01691020067
1405	0.01690969077
1406	0.01690429638
1407	0.01689960151
1408	0.01689896053
1409	0.01689772311
1410	0.01689529752
1411	0.01689452918
1412	0.01689221131
1413	0.01689148624
1414	0.01689084687
1415	0.01689058549
1416	0.016887862
1417	0.01688711303
1418	0.0168861861
1419	0.01688070919
1420	0.01687453871
1421	0.0168720722
1422	0.01686975298
1423	0.01686959072
1424	0.01686849634
1425	0.01686812016
1426	0.01686582475
1427	0.0168637399
1428	0.01685863322
1429	0.01685811914
1430	0.01685694833
1431	0.01685659138
1432	0.01685005195
1433	0.01684846178
1434	0.01684589102
1435	0.01684480152
1436	0.01684443384
1437	0.01684408128
1438	0.01683876042
1439	0.01683729572
1440	0.01683517372
1441	0.01683450538
1442	0.01683326278
1443	0.01683223464
1444	0.01682996685
1445	0.01682695789
1446	0.01682117364
1447	0.01681979833
1448	0.01681504772
1449	0.01681288097
1450	0.01680699878
1451	0.01680579003
1452	0.01680562897
1453	0.01680356752
1454	0.01672725853
1455	0.01672559974
1456	0.0167252634
1457	0.0167247445
1458	0.01672348756
1459	0.01672221228
1460	0.01671816505
1461	0.01671745206
1462	0.01671568832
1463	0.01671306106
1464	0.01670963312
1465	0.016707884
1466	0.01670663211
1467	0.01670650079
1468	0.01670609867
1469	0.01670489013
1470	0.01670423034
1471	0.0167020658
1472	0.0167004802
1473	0.01670014994
1474	0.01669908181
1475	0.01669801878
1476	0.01669709389
1477	0.01669259767
1478	0.01669006301
1479	0.0166889392
1480	0.01668804692
1481	0.01668750306
1482	0.01668342662
1483	0.01667717411
1484	0.01667590419
1485	0.01667406692
1486	0.01667337549
1487	0.0166722664
1488	0.01656929435
1489	0.01656758878
1490	0.01645127211
1491	0.01644904056
1492	0.0164478769
1493	0.01644740863
1494	0.01644645651
1495	0.01644458134
1496	0.01644388596
1497	0.01644197747
1498	0.01643975777
1499	0.016437773
1500	0.01643665062
