iter	RMSE
1501	0.01643506342
1502	0.01643478707
1503	0.01643066953
1504	0.01643029603
1505	0.01642963494
1506	0.01642927553
1507	0.01642870878
1508	0.01642835525
1509	0.01642778305
1510	0.01642746517
1511	0.01642571062
1512	0.01642478763
1513	0.0164245511
1514	0.01642394821
1515	0.01642315974
1516	0.01641732197
1517	0.01641322297
1518	0.01641289378
1519	0.01641100572
1520	0.01641081735
1521	0.0164098492
1522	0.01640771703
1523	0.01640747399
1524	0.01640634203
1525	0.01640323782
1526	0.01640294996
1527	0.01640102956
1528	0.01639981916
1529	0.01639956829
1530	0.01639720508
1531	0.0163966849
1532	0.01639159191
1533	0.01639036507
1534	0.0163898093
1535	0.01638618751
1536	0.01638574232
1537	0.01638222483
1538	0.01637810825
1539	0.01637799099
1540	0.01637710882
1541	0.01631864342
1542	0.01631774551
1543	0.01631508307
1544	0.01631389879
1545	0.01631185464
1546	0.01631156407
1547	0.01620364605
1548	0.01620336367
1549	0.01619773558
1550	0.01619711681
1551	0.01619502711
1552	0.01619418348
1553	0.0161936385
1554	0.01619200332
1555	0.01618836325
1556	0.01618797256
1557	0.01618673238
1558	0.01609319197
1559	0.01609293983
1560	0.01609090978
1561	0.01602196182
1562	0.0160210525
1563	0.01602075855
1564	0.0160171527
1565	0.01601647076
1566	0.01601464316
1567	0.01601407082
1568	0.01601356323
1569	0.01601291731
1570	0.01601180362
1571	0.016010831
1572	0.01600851525
1573	0.01600828117
1574	0.01600716398
1575	0.01600696612
1576	0.01600347134
1577	0.01600223438
1578	0.01600168302
1579	0.01600091565
1580	0.0159665267
1581	0.01596582248
1582	0.01596519119
1583	0.01596005521
1584	0.0159596379
1585	0.01595870528
1586	0.01595605901
1587	0.01595565802
1588	0.01595470751
1589	0.01595365402
1590	0.01595251395
1591	0.01595196765
1592	0.01594858688
1593	0.01594526879
1594	0.01594413732
1595	0.0159438616
1596	0.01594346638
1597	0.01593993212
1598	0.01593865729
1599	0.01593854705
1600	0.01593452136
1601	0.01593434432
1602	0.01593328596
1603	0.01593269084
1604	0.01592993826
1605	0.01592892877
1606	0.01592711734
1607	0.01592639293
1608	0.01592589835
1609	0.01592418567
1610	0.01592395376
1611	0.01592276425
1612	0.01592240891
1613	0.0159217068
1614	0.01591925728
1615	0.01586119855
1616	0.01586000753
1617	0.01585946269
1618	0.01585846633
1619	0.01585755719
1620	0.01585681821
1621	0.0158561428
1622	0.01585540967
1623	0.01585140288
1624	0.01584667866
1625	0.01584592585
1626	0.01584258176
1627	0.01583958417
1628	0.01583950255
1629	0.015838311
1630	0.01583809692
1631	0.01583746592
1632	0.01583464495
1633	0.01583409555
1634	0.01582971533
1635	0.01582625582
1636	0.0158254607
1637	0.01582466535
1638	0.0158237376
1639	0.01582363778
1640	0.01582254832
1641	0.01582163736
1642	0.01581852627
1643	0.01581842804
1644	0.01581756103
1645	0.01581736853
1646	0.01581683423
1647	0.01581443856
1648	0.01581428719
1649	0.01581304305
1650	0.01581287611
1651	0.01580956477
1652	0.01580785368
1653	0.01580691492
1654	0.01580670779
1655	0.01580664053
1656	0.01570328441
1657	0.01570253404
1658	0.01570091732
1659	0.0157005203
1660	0.01570034574
1661	0.01569998193
1662	0.01569995536
1663	0.01569941834
1664	0.0156988975
1665	0.01569852743
1666	0.01569825778
1667	0.01569750021
1668	0.01569614418
1669	0.01569279598
1670	0.01569189656
1671	0.01569175226
1672	0.01569108892
1673	0.01569019223
1674	0.01568755444
1675	0.01568670248
1676	0.01568356669
1677	0.01568280996
1678	0.01568168549
1679	0.01568101166
1680	0.01568051376
1681	0.01568039296
1682	0.01567952917
1683	0.01567838487
1684	0.01567821454
1685	0.01567781462
1686	0.01567645915
1687	0.01567395664
1688	0.01567366698
1689	0.01567276294
1690	0.01567257169
1691	0.01567241223
1692	0.01567221435
1693	0.0156719522
1694	0.01567158714
1695	0.01567143912
1696	0.015671086
1697	0.01567007447
1698	0.01566975446
1699	0.0155570481
1700	0.01555474091
1701	0.0155540907
1702	0.01555300743
1703	0.01555220979
1704	0.01554986807
1705	0.01554925179
1706	0.01554524428
1707	0.01554512444
1708	0.01554421587
1709	0.01554306733
1710	0.01553917816
1711	0.01553848014
1712	0.01553721059
1713	0.01553662748
1714	0.01553533617
1715	0.01553484849
1716	0.01553303263
1717	0.01553195228
1718	0.01553117534
1719	0.01552835747
1720	0.01552756693
1721	0.01552657291
1722	0.01552621882
1723	0.01552430212
1724	0.01552392489
1725	0.01552357473
1726	0.01552312115
1727	0.01552089444
1728	0.01552078968
1729	0.01551952378
1730	0.01551840767
1731	0.01551790568
1732	0.01551696526
1733	0.01551642346
1734	0.01551539288
1735	0.01551465186
1736	0.01551392403
1737	0.01551313392
1738	0.0155113644
1739	0.01550898605
1740	0.0155070599
1741	0.01550699609
1742	0.01550604541
1743	0.01550547287
1744	0.015505332
1745	0.01550513693
1746	0.01550286511
1747	0.01550261153
1748	0.0154997955
1749	0.01549929753
1750	0.01549854936
1751	0.01549632662
1752	0.01549520132
1753	0.01549496831
1754	0.01549468971
1755	0.01549271362
1756	0.01548964493
1757	0.01548952858
1758	0.01548787901
1759	0.01548765723
1760	0.01548667341
1761	0.01542200429
1762	0.01542009061
1763	0.01536472319
1764	0.01536458352
1765	0.0153639237
1766	0.0153637604
1767	0.01536161705
1768	0.01536135015
1769	0.01529497122
1770	0.0152941554
1771	0.01529398583
1772	0.01529388349
1773	0.01529315033
1774	0.01529235012
1775	0.01529170625
1776	0.01529061708
1777	0.01528811808
1778	0.01528742902
1779	0.01528553282
1780	0.01528409425
1781	0.01528321295
1782	0.01528145339
1783	0.01528129938
1784	0.01527946085
1785	0.01527630496
1786	0.01527597094
1787	0.01527586674
1788	0.01527498366
1789	0.01516357391
1790	0.01516336018
1791	0.0151615852
1792	0.01516108462
1793	0.0151604023
1794	0.01516033472
1795	0.01515851908
1796	0.01515842971
1797	0.01515774131
1798	0.01515751073
1799	0.01515573535
1800	0.01515507159
1801	0.01515490812
1802	0.01515458448
1803	0.01515330692
1804	0.01504314505
1805	0.0150422868
1806	0.01504169571
1807	0.01504073855
1808	0.01504017527
1809	0.01503999595
1810	0.01503989242
1811	0.01503793961
1812	0.01503792101
1813	0.01503539912
1814	0.01503491672
1815	0.01503411688
1816	0.01503360322
1817	0.01503344322
1818	0.01503275533
1819	0.01503271983
1820	0.01503211852
1821	0.01503201223
1822	0.01503166637
1823	0.01503113432
1824	0.01503083243
1825	0.01502916343
1826	0.01496169995
1827	0.0149599463
1828	0.01495731403
1829	0.01495688921
1830	0.01495441103
1831	0.01495367565
1832	0.01495346104
1833	0.01495299991
1834	0.01495254211
1835	0.01495185705
1836	0.01495155653
1837	0.01494913641
1838	0.01494860724
1839	0.01494828239
1840	0.01494687902
1841	0.01494619854
1842	0.01494613311
1843	0.01494604085
1844	0.01494556004
1845	0.01494502227
1846	0.01494489363
1847	0.01494431138
1848	0.01494379185
1849	0.01494377934
1850	0.01494153505
1851	0.01494027508
1852	0.01494019713
1853	0.01493964839
1854	0.01493950786
1855	0.01493943443
1856	0.01493932781
1857	0.01493895152
1858	0.01493642047
1859	0.0149356612
1860	0.01493509217
1861	0.01493499645
1862	0.01493496106
1863	0.01493485339
1864	0.01492589031
1865	0.0149258134
1866	0.01492566287
1867	0.01492514362
1868	0.01492503579
1869	0.01492473725
1870	0.01492402913
1871	0.01492364826
1872	0.01492317214
1873	0.01492275141
1874	0.01492262965
1875	0.01492235053
1876	0.01492218722
1877	0.01492071187
1878	0.01492036077
1879	0.01491993072
1880	0.01491944878
1881	0.01491898569
1882	0.01491855246
1883	0.01491783138
1884	0.01491729013
1885	0.014915935
1886	0.01491587763
1887	0.01489155487
1888	0.01489099404
1889	0.01489073751
1890	0.01489055435
1891	0.01489012121
1892	0.01488955469
1893	0.01482323424
1894	0.01482300736
1895	0.01482300141
1896	0.01482282993
1897	0.01482271347
1898	0.01482253438
1899	0.01482154115
1900	0.01482143938
1901	0.01482119726
1902	0.01482093861
1903	0.01482080741
1904	0.01481948963
1905	0.01481930186
1906	0.01481878135
1907	0.01481865971
1908	0.01481828077
1909	0.01481799981
1910	0.01481591036
1911	0.01481583368
1912	0.01481545725
1913	0.01480712702
1914	0.01480683072
1915	0.01480645872
1916	0.01480626854
1917	0.01480606008
1918	0.01480462385
1919	0.01480449654
1920	0.01480425332
1921	0.01480352233
1922	0.0148031326
1923	0.0148028762
1924	0.01480283189
1925	0.01480221252
1926	0.01480191242
1927	0.01480156438
1928	0.01480091008
1929	0.0147732565
1930	0.0147709308
1931	0.01477054909
1932	0.01477023146
1933	0.01477002036
1934	0.01476961913
1935	0.01476909918
1936	0.01476713976
1937	0.01476708625
1938	0.01476651684
1939	0.01476629908
1940	0.01476591703
1941	0.01476539106
1942	0.01476524012
1943	0.01476511606
1944	0.0147642332
1945	0.01476295541
1946	0.01476262837
1947	0.01476246477
1948	0.01476213126
1949	0.01476187622
1950	0.01476064222
1951	0.01476025401
1952	0.01465197544
1953	0.01465174668
1954	0.01465148935
1955	0.01465137321
1956	0.01465095743
1957	0.01465052626
1958	0.01464928309
1959	0.0146491431
1960	0.01459421039
1961	0.01459285774
1962	0.01459254098
1963	0.0145904222
1964	0.01458845649
1965	0.01458828259
1966	0.01458770238
1967	0.01458636174
1968	0.01458615493
1969	0.01458518854
1970	0.0145851055
1971	0.01458484004
1972	0.01458271156
1973	0.01458091476
1974	0.01458076072
1975	0.01457903814
1976	0.01457884934
1977	0.014578541
1978	0.01457674253
1979	0.01457642583
1980	0.01457527792
1981	0.01457511908
1982	0.01457490988
1983	0.01457455456
1984	0.01457419942
1985	0.01457408933
1986	0.01457404878
1987	0.0145736074
1988	0.01457291738
1989	0.01457277208
1990	0.0145722853
1991	0.01457184014
1992	0.01456996038
1993	0.01456973806
1994	0.01456906344
1995	0.01456894593
1996	0.01456877652
1997	0.01456800112
1998	0.01456776703
1999	0.01456746784
2000	0.01456705039
2001	0.0145660127
2002	0.01456490238
2003	0.01456480088
2004	0.01456440776
2005	0.01456323799
2006	0.01456318833
2007	0.01450335196
2008	0.01450328191
2009	0.01450302558
2010	0.01441962622
2011	0.01441855793
2012	0.01441848144
2013	0.01441847065
2014	0.01441844259
2015	0.01441822422
2016	0.01441719169
2017	0.01441688335
2018	0.01441533761
2019	0.01440607484
2020	0.01440557348
2021	0.01440554213
2022	0.01440527438
2023	0.01440415604
2024	0.01440402995
2025	0.01440394828
2026	0.01440383903
2027	0.01440378019
2028	0.01440348873
2029	0.01440264665
2030	0.01429511782
2031	0.01429504924
2032	0.01429426384
2033	0.01429397799
2034	0.01429393253
2035	0.01429321395
2036	0.01429292776
2037	0.01429174797
2038	0.01429129904
2039	0.01429090305
2040	0.01418561494
2041	0.01418550313
2042	0.0141844724
2043	0.01418386768
2044	0.01418373816
2045	0.01418334432
2046	0.01418328395
2047	0.01418313585
2048	0.01418166404
2049	0.0141815424
2050	0.01418143752
2051	0.01418004525
2052	0.01417991709
2053	0.01417877025
2054	0.01417781747
2055	0.01417757065
2056	0.01417752064
2057	0.01408192868
2058	0.01408151607
2059	0.01408120561
2060	0.01408113806
2061	0.01407981881
2062	0.01407969022
2063	0.01407963381
2064	0.01407945584
2065	0.01407816244
2066	0.01407801005
2067	0.01407789012
2068	0.01407649073
2069	0.01407640076
2070	0.01407631387
2071	0.01407522411
2072	0.01407514855
2073	0.01407485024
2074	0.01407475406
2075	0.01407379122
2076	0.01407357842
2077	0.01407352789
2078	0.01407329867
2079	0.01407292164
2080	0.01407261117
2081	0.01407171326
2082	0.01407158005
2083	0.01407130627
2084	0.0140711971
2085	0.01407039725
2086	0.0140701088
2087	0.0140699882
2088	0.01406996014
2089	0.01406869388
2090	0.01406860864
2091	0.01406739653
2092	0.01406647471
2093	0.01406637746
2094	0.01406610105
2095	0.01406587219
2096	0.01406555321
2097	0.01406552477
2098	0.01406535473
2099	0.01406523789
2100	0.01406514611
2101	0.01406403824
2102	0.01406391255
2103	0.0140634959
2104	0.01406271745
2105	0.01406260512
2106	0.01406250144
2107	0.01406249021
2108	0.01406158689
2109	0.01406141791
2110	0.01406034786
2111	0.01405983305
2112	0.01405864831
2113	0.01405859291
2114	0.01405848892
2115	0.01405842056
2116	0.01405839321
2117	0.01405808603
2118	0.01405749749
2119	0.01405719941
2120	0.01405718712
2121	0.01405713126
2122	0.01405704202
2123	0.01405683266
2124	0.0140564615
2125	0.01405519501
2126	0.01405418281
2127	0.01405414164
2128	0.01405406778
2129	0.01405387505
2130	0.01405381996
2131	0.01405371576
2132	0.01405359302
2133	0.01405352414
2134	0.01405234496
2135	0.01405214365
2136	0.01405211961
2137	0.01405194025
2138	0.01405180811
2139	0.01405178069
2140	0.01405174361
2141	0.0140509573
2142	0.01405090664
2143	0.01405074215
2144	0.01405049998
2145	0.01405035443
2146	0.01404983329
2147	0.01404982983
2148	0.01404963646
2149	0.01404955691
2150	0.01404942884
2151	0.01404926544
2152	0.01404911356
2153	0.01404902763
2154	0.01404877559
2155	0.01404861875
2156	0.01404797534
2157	0.0140476035
2158	0.01404751887
2159	0.01404725102
2160	0.01404724424
2161	0.01404706777
2162	0.01404614309
2163	0.01404593999
2164	0.01404519211
2165	0.01404517101
2166	0.01404450773
2167	0.01404423366
2168	0.01404411003
2169	0.01404345743
2170	0.01404332865
2171	0.01404236976
2172	0.01404226972
2173	0.01404205544
2174	0.01397743551
2175	0.01397635045
2176	0.01397625057
2177	0.01397553252
2178	0.01397547723
2179	0.01397537053
2180	0.01397524804
2181	0.01397515561
2182	0.01397510906
2183	0.01397509308
2184	0.01397397883
2185	0.01397393236
2186	0.01397379107
2187	0.01397369293
2188	0.0139736007
2189	0.01397355258
2190	0.01397260392
2191	0.01397237059
2192	0.01397220581
2193	0.01397210478
2194	0.01397204369
2195	0.01397194563
2196	0.01397134296
2197	0.01397123627
2198	0.01397063443
2199	0.0139705046
2200	0.01397040327
2201	0.0139694257
2202	0.01396908427
2203	0.01396868108
2204	0.01396836916
2205	0.01396828445
2206	0.01396823069
2207	0.01396766649
2208	0.01396748861
2209	0.01396730839
2210	0.01396710451
2211	0.01396687615
2212	0.01396686193
2213	0.01396676811
2214	0.01396576306
2215	0.01387278397
2216	0.01387267647
2217	0.01387262534
2218	0.01387169418
2219	0.01387150014
2220	0.01387137205
2221	0.0138705148
2222	0.01387042695
2223	0.01387032546
2224	0.01387025163
2225	0.01386996836
2226	0.01386990927
2227	0.01386983805
2228	0.01386923056
2229	0.0138692274
2230	0.01386913641
2231	0.01386896287
2232	0.01386813202
2233	0.01386807381
2234	0.01386805882
2235	0.01386799211
2236	0.01386784213
2237	0.01376406597
2238	0.01376400962
2239	0.0137638659
2240	0.01376378697
2241	0.0137631612
2242	0.0137625987
2243	0.01376255032
2244	0.01376251504
2245	0.01376243643
2246	0.01376235733
2247	0.01376216042
2248	0.01376208073
2249	0.013762064
2250	0.01376199653
2251	0.01376182748
2252	0.01376168575
2253	0.01376162939
2254	0.01376157088
2255	0.01376154311
2256	0.01376153231
2257	0.01376066927
2258	0.01376063969
2259	0.01376062309
2260	0.01376051567
2261	0.01376044748
2262	0.01376037278
2263	0.01375963362
2264	0.01375957058
2265	0.01375947501
2266	0.01375942619
2267	0.0137593917
2268	0.01375936563
2269	0.01375928859
2270	0.01375924075
2271	0.01375917152
2272	0.01375914553
2273	0.01375866967
2274	0.0137586435
2275	0.01375817737
2276	0.01371448511
2277	0.01371405282
2278	0.01371356802
2279	0.01371343762
2280	0.01371333592
2281	0.01371316103
2282	0.01371310885
2283	0.01371232922
2284	0.01371155516
2285	0.01371142962
2286	0.01371072463
2287	0.01371060341
2288	0.01371044988
2289	0.01370975628
2290	0.01370967577
2291	0.0137095429
2292	0.01370944939
2293	0.01370940491
2294	0.01370931668
2295	0.01370910183
2296	0.01370906624
2297	0.01364797978
2298	0.01364784338
2299	0.01364772874
2300	0.01364758888
2301	0.01364721265
2302	0.01364710866
2303	0.01364699145
2304	0.01364696877
2305	0.01364681347
2306	0.01355564317
2307	0.01355517032
2308	0.01355505981
2309	0.01355502227
2310	0.01345408749
2311	0.01345404059
2312	0.01345398789
2313	0.01345391823
2314	0.0134537969
2315	0.0133708625
2316	0.01337084874
2317	0.01337070289
2318	0.01337064297
2319	0.01337057387
2320	0.0133705351
2321	0.01328962114
2322	0.01328953245
2323	0.01328944006
2324	0.01328866463
2325	0.01328864445
2326	0.01328817148
2327	0.01328810777
2328	0.01328798291
2329	0.01328793016
2330	0.01328783249
2331	0.01328773587
2332	0.01328769371
2333	0.01328768513
2334	0.01328756174
2335	0.01328703446
2336	0.0132869769
2337	0.01328681474
2338	0.01328680305
2339	0.0132866977
2340	0.01328662473
2341	0.01328650695
2342	0.01328645028
2343	0.0132860682
2344	0.01319630871
2345	0.01319626612
2346	0.01319623618
2347	0.0131960638
2348	0.01319600624
2349	0.01319526809
2350	0.01319524637
2351	0.01319475979
2352	0.01319468795
2353	0.01319423995
2354	0.01319418986
2355	0.01319416196
2356	0.01319406361
2357	0.01319401149
2358	0.0131939458
2359	0.01319389458
2360	0.01319384028
2361	0.01319379544
2362	0.01319362743
2363	0.01319347711
2364	0.013193421
2365	0.01319330142
2366	0.0131930784
2367	0.01319303079
2368	0.01319292822
2369	0.01318502663
2370	0.01318499556
2371	0.01318498982
2372	0.01318487155
2373	0.01318475067
2374	0.01318426419
2375	0.01318417099
2376	0.01318347975
2377	0.01318339087
2378	0.0130960937
2379	0.01309606073
2380	0.01309565418
2381	0.01309560907
2382	0.01309555193
2383	0.01309545785
2384	0.01309536002
2385	0.01309525073
2386	0.01309510762
2387	0.01309463634
2388	0.01309449607
2389	0.01309445509
2390	0.0130944361
2391	0.01309432517
2392	0.0130942897
2393	0.0130942026
2394	0.01309416463
2395	0.01309405704
2396	0.01309396396
2397	0.01309390705
2398	0.01309380935
2399	0.01303995975
2400	0.01303990733
2401	0.01303925972
2402	0.0130391641
2403	0.01303912269
2404	0.01303901833
2405	0.01303898329
2406	0.01303855513
2407	0.01303845548
2408	0.01303841474
2409	0.01303798985
2410	0.01303779221
2411	0.01303735412
2412	0.01303719481
2413	0.01303714467
2414	0.01303707019
2415	0.01303699799
2416	0.01303694474
2417	0.01303689855
2418	0.01303656178
2419	0.01303648599
2420	0.01303580012
2421	0.01303571833
2422	0.01303566691
2423	0.01303531844
2424	0.01303469321
2425	0.01303462866
2426	0.013034596
2427	0.01303456664
2428	0.0129469347
2429	0.01294654148
2430	0.01294639559
2431	0.0129463796
2432	0.01294619119
2433	0.01294602878
2434	0.01294569561
2435	0.01294561038
2436	0.01294551465
2437	0.01294537898
2438	0.01294505656
2439	0.01294499352
2440	0.01294491777
2441	0.01294433181
2442	0.01294425433
2443	0.01294416706
2444	0.01294410272
2445	0.0129440062
2446	0.0129439526
2447	0.01294383667
2448	0.01294382202
2449	0.01294381224
2450	0.01294379857
2451	0.01294346941
2452	0.01294331834
2453	0.01294326306
2454	0.01294317318
2455	0.01294291584
2456	0.01294280713
2457	0.01294276237
2458	0.01294271166
2459	0.01294268463
2460	0.01294243791
2461	0.01294236789
2462	0.01294224595
2463	0.01294218183
2464	0.01294213334
2465	0.01294205255
2466	0.01294199334
2467	0.0129417004
2468	0.01294166538
2469	0.01285611995
2470	0.01285603466
2471	0.01285596729
2472	0.01285595269
2473	0.01285591962
2474	0.01285582079
2475	0.01285564331
2476	0.01285550572
2477	0.01285542709
2478	0.01285540563
2479	0.01285534776
2480	0.01285530727
2481	0.01285520112
2482	0.01285501111
2483	0.01285496617
2484	0.01285492502
2485	0.01285485822
2486	0.01285480023
2487	0.01285477111
2488	0.01285473533
2489	0.0128051384
2490	0.01280507045
2491	0.01280502524
2492	0.01280502339
2493	0.01280500537
2494	0.01280490627
2495	0.01280489509
2496	0.01280437553
2497	0.01280415276
2498	0.01280407069
2499	0.01272026001
2500	0.01272022202
2501	0.01272003708
2502	0.01271996145
2503	0.01271993492
2504	0.01271984715
2505	0.0127197325
2506	0.01271967308
2507	0.0126247987
2508	0.01262441087
2509	0.0125302764
2510	0.01253023166
2511	0.0125299342
2512	0.01252990551
2513	0.01252987927
2514	0.01244825197
2515	0.01244822888
2516	0.01244817079
2517	0.01244776261
2518	0.01244761577
2519	0.01244759353
2520	0.01244746096
2521	0.01244741916
2522	0.01244731867
2523	0.01244726133
2524	0.01244693284
2525	0.01244677566
2526	0.01244676992
2527	0.01244647248
2528	0.01244638267
2529	0.01239834986
2530	0.01239815097
2531	0.01239805049
2532	0.01239800237
2533	0.01230511857
2534	0.01230499104
2535	0.01230493528
2536	0.01230486647
2537	0.01222499371
2538	0.01222497664
2539	0.01222490997
2540	0.01222483207
2541	0.01222471067
2542	0.01222459317
2543	0.01222451566
2544	0.01222451323
2545	0.01222446721
2546	0.01222410411
2547	0.01222405682
2548	0.01222397764
2549	0.01222393467
2550	0.01222352824
2551	0.01222343447
2552	0.01222338325
2553	0.01222324673
2554	0.01222322025
2555	0.01222289732
2556	0.01222246402
2557	0.01222236773
2558	0.01222232111
2559	0.01222229274
2560	0.01222190794
2561	0.01222183075
2562	0.01222178727
2563	0.01222174306
2564	0.01222172096
2565	0.01222161351
2566	0.01222158733
2567	0.01222131953
2568	0.0122212617
2569	0.01222092521
2570	0.01222055539
2571	0.01222051569
2572	0.01222050316
2573	0.01222048383
2574	0.01222043315
2575	0.01222014014
2576	0.01214103992
2577	0.01214072879
2578	0.01214061155
2579	0.01214057265
2580	0.01214055941
2581	0.01214051868
2582	0.01214013522
2583	0.01213999507
2584	0.01213990149
2585	0.01213981682
2586	0.01213966399
2587	0.01208314913
2588	0.01208314805
2589	0.01208306849
2590	0.01208304862
2591	0.01199264198
2592	0.01199236846
2593	0.01199221529
2594	0.01192690081
2595	0.011926536
2596	0.0119264907
2597	0.01192646121
2598	0.01192644065
2599	0.01184950513
2600	0.01184946435
2601	0.01184890163
2602	0.01184888403
2603	0.01184884198
2604	0.0118488211
2605	0.01184880081
2606	0.01184855644
2607	0.01184841407
2608	0.01184840548
2609	0.01184803574
2610	0.01184777932
2611	0.01184727129
2612	0.01184719478
2613	0.01184714731
2614	0.01184709508
2615	0.01184708853
2616	0.01184698613
2617	0.01184694626
2618	0.0117708058
2619	0.01177024439
2620	0.0117701975
2621	0.01177014724
2622	0.01177006736
2623	0.0117700212
2624	0.01176981301
2625	0.01176958108
2626	0.0117694894
2627	0.0117694334
2628	0.01176930981
2629	0.01176925835
2630	0.01176900408
2631	0.01176890884
2632	0.01176873897
2633	0.01176868792
2634	0.01176861711
2635	0.0117685382
2636	0.01176853427
2637	0.01176845939
2638	0.01176841072
2639	0.01176835935
2640	0.01176826139
2641	0.0117682456
2642	0.01176780533
2643	0.01176776185
2644	0.01176772381
2645	0.01176764032
2646	0.01176760661
2647	0.01176731273
2648	0.01176717451
2649	0.01176674088
2650	0.01176672248
2651	0.01176655791
2652	0.01176648765
2653	0.01176644791
2654	0.0117664424
2655	0.01176631218
2656	0.01176592011
2657	0.01176588027
2658	0.01176575825
2659	0.0117657341
2660	0.01176562411
2661	0.01176559301
2662	0.0117655872
2663	0.0117651966
2664	0.01176515621
2665	0.01176509174
2666	0.0117647542
2667	0.01176460863
2668	0.0116843123
2669	0.01168422415
2670	0.01168403865
2671	0.0116840252
2672	0.01168384013
2673	0.01168368551
2674	0.01168367202
2675	0.01168332456
2676	0.0115960653
2677	0.01159595288
2678	0.01159591098
2679	0.01159589452
2680	0.01159546613
2681	0.01159543267
2682	0.01159517024
2683	0.01159514136
2684	0.01159501329
2685	0.01159498895
2686	0.01159489121
2687	0.011594657
2688	0.01159463246
2689	0.01159455036
2690	0.01159452315
2691	0.01159448085
2692	0.01159435323
2693	0.01159426891
2694	0.01159391796
2695	0.01159379703
2696	0.011593663
2697	0.011593435
2698	0.01159343364
2699	0.01159331939
2700	0.01159325859
2701	0.01159324562
2702	0.0115182931
2703	0.01143221159
2704	0.0114321924
2705	0.01143206744
2706	0.01143203922
2707	0.01143202763
2708	0.01143174086
2709	0.01143141097
2710	0.01143139426
2711	0.01143129427
2712	0.01143118412
2713	0.0114311313
2714	0.01143110452
2715	0.01143085436
2716	0.01143046933
2717	0.01143007374
2718	0.01143006626
2719	0.01143004539
2720	0.01136842765
2721	0.01136838914
2722	0.01136828604
2723	0.01136797861
2724	0.01136795432
2725	0.01136789393
2726	0.01136788543
2727	0.01136786712
2728	0.01136785504
2729	0.01136777623
2730	0.01136773938
2731	0.01136741247
2732	0.01136729656
2733	0.01136729192
2734	0.01136712734
2735	0.0113669245
2736	0.01136690603
2737	0.01136688181
2738	0.01128193359
2739	0.01128158943
2740	0.01128139834
2741	0.01128135968
2742	0.01128133782
2743	0.0112809848
2744	0.01120809834
2745	0.01120808569
2746	0.01120804334
2747	0.0112077086
2748	0.01120761733
2749	0.01120748794
2750	0.01120728802
2751	0.01120726772
2752	0.01120724947
2753	0.01120721408
2754	0.01120720495
2755	0.0112068955
2756	0.0112068585
2757	0.01120672643
2758	0.01120654049
2759	0.01120652302
2760	0.01120652106
2761	0.01120624419
2762	0.01120620278
2763	0.01120615617
2764	0.01120615341
2765	0.01120614899
2766	0.01120611039
2767	0.01120609476
2768	0.01120605583
2769	0.01120601097
2770	0.01120587296
2771	0.01120582534
2772	0.01120565619
2773	0.01120563225
2774	0.01113011913
2775	0.01113001871
2776	0.01112992093
2777	0.0111298971
2778	0.01105530616
2779	0.0110550994
2780	0.01105507646
2781	0.01105506059
2782	0.01105496233
2783	0.01105495171
2784	0.01105492709
2785	0.01100375731
2786	0.01100348238
2787	0.01100341447
2788	0.0110032736
2789	0.01093263793
2790	0.01093226393
2791	0.01093223547
2792	0.01093200776
2793	0.01093189631
2794	0.01093180769
2795	0.01089707941
2796	0.01089706129
2797	0.0108969798
2798	0.01089697938
2799	0.0108966278
2800	0.01089621612
2801	0.01089616965
2802	0.01089613698
2803	0.01089597729
2804	0.01089596161
2805	0.01089579426
2806	0.01089566696
2807	0.0108953025
2808	0.0108258491
2809	0.01082565308
2810	0.01082562533
2811	0.01082555055
2812	0.01082514172
2813	0.01082508199
2814	0.01082508047
2815	0.01082501292
2816	0.01082498163
2817	0.01082485962
2818	0.01082485047
2819	0.01082469965
2820	0.01082456547
2821	0.01077817437
2822	0.01077798403
2823	0.01077798247
2824	0.01077790031
2825	0.01077787908
2826	0.01077776296
2827	0.01077775293
2828	0.01071649839
2829	0.01071614646
2830	0.01071606774
2831	0.01071605409
2832	0.01071601327
2833	0.01071599381
2834	0.01071568612
2835	0.01071567199
2836	0.01071565863
2837	0.01071560188
2838	0.01071533158
2839	0.0107149343
2840	0.01071454961
2841	0.01071443421
2842	0.01071443047
2843	0.01071409913
2844	0.01071399599
2845	0.01071396477
2846	0.01063397658
2847	0.01063393017
2848	0.01063388413
2849	0.01063361571
2850	0.01063355457
2851	0.01063353978
2852	0.01063349182
2853	0.01063348978
2854	0.01063348326
2855	0.01063345642
2856	0.01063338382
2857	0.0106333284
2858	0.01063330965
2859	0.01063315792
2860	0.0106331283
2861	0.01063312407
2862	0.01063307546
2863	0.01063275323
2864	0.01063270434
2865	0.01063267333
2866	0.01063231568
2867	0.01063224794
2868	0.01063224228
2869	0.01063204496
2870	0.01063184601
2871	0.01063168255
2872	0.01063134104
2873	0.01055182021
2874	0.01055176211
2875	0.01055167491
2876	0.0104725887
2877	0.01047258664
2878	0.010472577
2879	0.01047254359
2880	0.01047246099
2881	0.01047243108
2882	0.01047228574
2883	0.01047223752
2884	0.01047212378
2885	0.01047211313
2886	0.01047209693
2887	0.01047206514
2888	0.01047206258
2889	0.01047204699
2890	0.01045180432
2891	0.01045167592
2892	0.01044591032
2893	0.01044589765
2894	0.01037950504
2895	0.01037942971
2896	0.01037938125
2897	0.01037938074
2898	0.01037899162
2899	0.01037866551
2900	0.01037866527
